error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	BUT	3132779	BUT	Ray C. Friesner	Maine	Franklin	134.32	outside_boundary_exact	Maine, Hancock County	44.586944,-68.232222	BUT-L-0800136	behind Baptist Church, Franklin; 44.586944 -68.232222	https://lichenportal.org/portal/collections/individual/index.php?occid=3132779
COUNTY	10	CMN	3316997	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	1.04	outside_boundary_reverse_partial	Maine, Hancock County	44.8578,-68.0981	CANL 121359	Trail to Lead Mountain, ca. 25 miles N of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3316997
COUNTY	10	CMN	3317936	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	1.04	outside_boundary_reverse_partial	Maine, Hancock County	44.8578,-68.0981	CANL 122235	Trail to Lead Mountain, ca. 25 miles N of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3317936
COUNTY	10	CMN	3317967	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	1.04	outside_boundary_reverse_partial	Maine, Hancock County	44.8578,-68.0981	CANL 123582	Trail to Lead Mt., ca. 25 miles N of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3317967
COUNTY	10	CMN	3319105	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	62.18	outside_boundary_reverse_partial	Maine, Penobscot County	44.85,-68.8833	CANL 123535	Trail to Lead Mountain, ca. 25 miles N of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3319105
COUNTY	10	CMN	3319539	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	1.04	outside_boundary_reverse_partial	Maine, Hancock County	44.8578,-68.0981	CANL 122175	Trail to Lead Mountain, ca. 25 miles N of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3319539
COUNTY	10	CMN	3320447	CMN	Freebury, Colin E.	Maine	Washington Co. (ME)	5.23	outside_boundary_reverse_partial	Maine, Hancock County	44.85,-68.15	CANL 126409	on Lead Mt.	https://lichenportal.org/portal/collections/individual/index.php?occid=3320447
COUNTY	10	CMN	3321007	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	1.04	outside_boundary_reverse_partial	Maine, Hancock County	44.8578,-68.0981	CANL 123581	Trail to Lead Mt., ca. 25 miles n of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3321007
COUNTY	10	CMN	3321633	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	1.04	outside_boundary_reverse_partial	Maine, Hancock County	44.8578,-68.0981	CANL 122150	Trail to Lead Mountain, ca. 25 miles N of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3321633
COUNTY	10	CMN	3326233	CMN	Brodo, Irwin M.	Maine	Washington Co. (ME)	1.04	outside_boundary_reverse_partial	Maine, Hancock County	44.8578,-68.0981	CANL 122178	Trail to Lead Mountain, ca. 25 miles N of Cherryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=3326233
