herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
SBBG	4922806	SBBG	C. A. Morse	Wyoming	Natrona	10649.82	outside_boundary_exact	not_found_in_US	43.43295,106.23	SBBG005657L	1.25 mi N, 0.25 mi E Edgerton on WY Hwy 387. (2.3 roadmi N jct of WY hwys 259 & 387 on 387) BLM land along E side of Hwy	https://lichenportal.org/portal/collections/individual/index.php?occid=4922806	COUNTRY	1000
OSC	5831284	OSC	Bruce McCune	Wyoming	Park	10024.83	outside_boundary_exact	not_found_in_US	44.96204,109.48999	OSC-M-048109	Inlet stream to Frozen Lake, 1.5 km SW of Beartooth Pass	https://lichenportal.org/portal/collections/individual/index.php?occid=5831284	COUNTRY	1000
MSC	179600	MSC	Imshaug, Henry A	Wyoming	Sublette	8382.36	outside_boundary_exact	not_found_in_US	43.05,0	MSC0101995	Ridge of Mt. Lester above Seneca Lake, Wind River range	https://lichenportal.org/portal/collections/individual/index.php?occid=179600	COUNTRY	1000
MSC	268773	MSC	Imshaug, Henry A	Wyoming	Sublette	8382.36	outside_boundary_exact	not_found_in_US	43.05,0	MSC0073913	Ridge of Mt. Lester above Seneca Lake, Wind River Range	https://lichenportal.org/portal/collections/individual/index.php?occid=268773	COUNTRY	1000
MSC	260160	MSC	Imshaug, Henry A	Wyoming	Albany	8237.64	outside_boundary_exact	not_found_in_US	41.3666649,0	MSC0066134	Summit of Medicine Bow Peak, Medicine Bow Mts	https://lichenportal.org/portal/collections/individual/index.php?occid=260160	COUNTRY	1000
MSC	260162	MSC	Imshaug, Henry A	Wyoming	Albany	8237.64	outside_boundary_exact	not_found_in_US	41.3666649,0	MSC0066136	Summit fo Medicine Bow Peak, Medicine Bow Mts	https://lichenportal.org/portal/collections/individual/index.php?occid=260162	COUNTRY	1000
BRY	1343617	BRY	Roger A. Anderson	Wyoming	Teton	7836.29	outside_boundary_exact	not_found_in_US	10.866667,-36.616667	BRY-L-0016877	Grand Teton National Park: Rendezvous Mountain and upper Granite Canyon	https://lichenportal.org/portal/collections/individual/index.php?occid=1343617	COUNTRY	1000
BRY	1216774	BRY	Larry L. St. Clair	Wyoming	Platt	7385.36	outside_boundary_partial_match	not_found_in_US	4.719444,-42.173333	BRY-L-0008276	Ponderosa pine forest, 10.7 miles NE Laramie River Power Plant: 15 miles NE Wheatland	https://lichenportal.org/portal/collections/individual/index.php?occid=1216774	COUNTRY	1000
BRY	1215451	BRY	Roger A. Anderson	Wyoming	Teton	7293.39	outside_boundary_exact	not_found_in_US	10.733333,-43.5	BRY-L-0006962	National Elk Refuge, NE of Jackson Miller Butte	https://lichenportal.org/portal/collections/individual/index.php?occid=1215451	COUNTRY	1000
BRY	1217765	BRY	Roger A. Anderson	Wyoming	Teton	7293.39	outside_boundary_exact	not_found_in_US	10.733333,-43.5	BRY-L-0009254	National Elk Refuge, NE of Jackson, Miller Butte	https://lichenportal.org/portal/collections/individual/index.php?occid=1217765	COUNTRY	1000
BRY	1289213	BRY	Roger A. Anderson	Wyoming	Teton	7293.39	outside_boundary_exact	not_found_in_US	10.733333,-43.5	BRY-L-0014054	National Elk Refuge, NE of Jackson, Miller Butte	https://lichenportal.org/portal/collections/individual/index.php?occid=1289213	COUNTRY	1000
BRY	1373988	BRY	Roger A. Anderson	Wyoming	Teton	7293.39	outside_boundary_exact	not_found_in_US	10.733333,-43.5	BRY-L-0020099	National Elk Refuge, NE of Jackson, Miller Butte	https://lichenportal.org/portal/collections/individual/index.php?occid=1373988	COUNTRY	1000
BRY	1423087	BRY	Roger A. Anderson	Wyoming	Teton	7293.39	outside_boundary_exact	not_found_in_US	10.733333,-43.5	BRY-L-0016525	National Elk Refuge, NE of Jackson, Miller Butte	https://lichenportal.org/portal/collections/individual/index.php?occid=1423087	COUNTRY	1000
BRY	1351081	BRY	Thomas H. Nash	Wyoming	Park	7107.18	outside_boundary_exact	not_found_in_US	10.416667,-44.791667	BRY-L-0017621	Yellowstone National Park, Mount Washburn	https://lichenportal.org/portal/collections/individual/index.php?occid=1351081	COUNTRY	1000
BRY	1423299	BRY	Roger A. Anderson	Wyoming	Park	7090.22	outside_boundary_exact	not_found_in_US	10.75,-44.683333	BRY-L-0016548	Yellowstone National Park, Gibbon Canyon, west base of Paintpot Hill, 13 km north of Beryl Spring	https://lichenportal.org/portal/collections/individual/index.php?occid=1423299	COUNTRY	1000
MSC	276956	MSC	Shushan, Sam	Wyoming	Carbon	6888.85	outside_boundary_exact	not_found_in_US	44.1333351135,-17.6402778625	MSC0081337	Six miles north of Baggs (6300 ft alt.)	https://lichenportal.org/portal/collections/individual/index.php?occid=276956	COUNTRY	1000
BRY	1770460	BRY	Larry L. St. Clair	Wyoming	Sublette	5296.03	outside_boundary_exact	not_found_in_US	42.696583,-42.70955	BRY-L-0022310	Bridger-Teton National Forest: Bridger Wilderness Area, Wind River Range, Big Sandy Lake Trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770460	COUNTRY	1000
BRY	1770512	BRY	Larry L. St. Clair	Wyoming	Sublette	5296.03	outside_boundary_exact	not_found_in_US	42.696583,-42.70955	BRY-L-0022309	Bridger-Teton National Forest: Bridger Wilderness Area, Wind River Range, Big Sandy Lake Trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770512	COUNTRY	1000
BRY	1770527	BRY	Larry L. St. Clair	Wyoming	Sublette	5296.03	outside_boundary_exact	not_found_in_US	42.696583,-42.70955	BRY-L-0022308	Bridger-Teton National Forest: Bridger Wilderness Area, Wind River Range, Big Sandy Lake Trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770527	COUNTRY	1000
BRY	1770609	BRY	Larry L. St. Clair	Wyoming	Sublette	5296.03	outside_boundary_exact	not_found_in_US	42.696583,-42.70955	BRY-L-0022378	Bridger-Teton National Forest: Bridger Wilderness Area, Wind River Range, Big Sandy Lake Trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770609	COUNTRY	1000
BRY	1770641	BRY	Larry L. St. Clair	Wyoming	Sublette	5296.03	outside_boundary_exact	not_found_in_US	42.696583,-42.70955	BRY-L-0022272	Bridger-Teton National Forest: Bridger Wilderness Area, Wind River Range, Big Sandy Lake Trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=1770641	COUNTRY	1000
