error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	ASU	100418	T.H. Nash III	Florida	Monroe	40.47	outside_boundary_exact	Florida, Miami-Dade County	25.689067,-80.473985	NA	along state route 94	https://lichenportal.org/portal/collections/individual/index.php?occid=100418
COUNTY	10	ASU	101260	B.D. Ryan	Florida	Leon	0.37	outside_boundary_exact	Florida, Wakulla County	30.3,-84.35	NA	ABLS Stop 4: Apalachicola National Forest, Leon Sinks Geological Area, along US Hwy 319 just N of Wakulla County line	https://lichenportal.org/portal/collections/individual/index.php?occid=101260
COUNTY	10	ASU	101436	B.D. Ryan	Florida	Liberty	0.18	outside_boundary_exact	Florida, Wakulla County	30.1833333,-84.6666667	NA	ABLS stop 3, Apalachicola National Forest, along Ochlockonee River, 34 km E of Wilma on Forest Hwy 13	https://lichenportal.org/portal/collections/individual/index.php?occid=101436
COUNTY	10	ASU	101442	B.D. Ryan	Florida	Leon	0.37	outside_boundary_exact	Florida, Wakulla County	30.3,-84.35	NA	ABLS Stop 4: Apalachicola National Forest, Leon Sinks Geological Area, along US Hwy 319 just N of Wakulla County line	https://lichenportal.org/portal/collections/individual/index.php?occid=101442
COUNTY	10	ASU	101471	B.D. Ryan	Florida	Leon	0.37	outside_boundary_exact	Florida, Wakulla County	30.3,-84.35	NA	ABLS Stop 4: Apalachicola National Forest, Leon Sinks Geological Area, along US Hwy 319 just N of Wakulla County line	https://lichenportal.org/portal/collections/individual/index.php?occid=101471
COUNTY	10	ASU	101485	B.D. Ryan	Florida	Liberty	0.18	outside_boundary_exact	Florida, Wakulla County	30.1833333,-84.6666667	NA	ABLS stop 3, Apalachicola National Forest, along Ochlockonee River, 34 km E of Wilma on Forest Hwy 13	https://lichenportal.org/portal/collections/individual/index.php?occid=101485
COUNTY	10	ASU	101491	B.D. Ryan	Florida	Liberty	0.18	outside_boundary_exact	Florida, Wakulla County	30.1833333,-84.6666667	NA	Apalachicola National Forest, along Ochlockonee River, 33 km E of Wilma on Forest Hwy 13, ABLS Stop 3	https://lichenportal.org/portal/collections/individual/index.php?occid=101491
COUNTY	10	ASU	101495	B.D. Ryan	Florida	Leon	0.37	outside_boundary_exact	Florida, Wakulla County	30.3,-84.35	NA	ABLS Stop 4: Apalachicola National Forest, Leon Sinks Geological Area, along US Hwy 319 just N of Wakulla County line	https://lichenportal.org/portal/collections/individual/index.php?occid=101495
COUNTY	10	ASU	101542	B.D. Ryan	Florida	Liberty	0.18	outside_boundary_exact	Florida, Wakulla County	30.1833333,-84.6666667	NA	Apalachicola National Forest, along Ochlockonee River, 33 km E of Wilma on Forest Hwy 13, ABLS Stop 3	https://lichenportal.org/portal/collections/individual/index.php?occid=101542
COUNTY	10	ASU	101543	B.D. Ryan	Florida	Liberty	0.18	outside_boundary_exact	Florida, Wakulla County	30.1833333,-84.6666667	NA	Apalachicola National Forest, along Ochlockonee River, 33 km E of Wilma on Forest Hwy 13, ABLS Stop 3	https://lichenportal.org/portal/collections/individual/index.php?occid=101543
COUNTY	10	ASU	101561	B.D. Ryan	Florida	Wakulla	20	outside_boundary_exact	Florida, Leon County	30.4833333,-84.3083333	NA	ABLS Meetings, vicinity of Cabot Lodge, 0.4 km S of Hwy I-10 on US Hwy 27 (2735 Monroe St.), Talahassee	https://lichenportal.org/portal/collections/individual/index.php?occid=101561
COUNTY	10	ASU	101567	R.C. Harris	Florida	Marion	2.39	outside_boundary_exact	Florida, Putnam County	29.4,-81.7166667	NA	Ocala National Forest, along Co. Rd. 316, ca. 0.8 km E of Oklawaha River bridge at Eureka, 0.32 km W of Forest Service Rd. 67	https://lichenportal.org/portal/collections/individual/index.php?occid=101567
COUNTY	10	ASU	101834	B.D. Ryan	Florida	Liberty	0.18	outside_boundary_exact	Florida, Wakulla County	30.1833333,-84.6666667	NA	ABLS stop 3, Apalachicola National Forest, along Ochlockonee River, 34 km E of Wilma on Forest Hwy 13	https://lichenportal.org/portal/collections/individual/index.php?occid=101834
COUNTY	10	ASU	101928	B.D. Ryan	Florida	Wakulla	20	outside_boundary_exact	Florida, Leon County	30.4833333,-84.3083333	NA	ABLS Meetings, vicinity of Cabot Lodge, 0.4 km S of Hwy I-10 on US Hwy 27 (2735 Monroe St.), Talahassee	https://lichenportal.org/portal/collections/individual/index.php?occid=101928
COUNTY	10	ASU	104357	R. Rosentreter	Florida	Marion	2.36	outside_boundary_exact	Florida, Lake County	29.1666667,-81.6166667	ASUL032904	Ocala National Forest, 3.2 km along Route 40, 3.2 km E of Route 19, Jct. along Route 40 on the N side of the road	https://lichenportal.org/portal/collections/individual/index.php?occid=104357
COUNTY	10	ASU	104477	Clifford M. Wetmore	Florida	Polk	5.75	outside_boundary_exact	Florida, Highlands County	27.59452,-81.392683	NA	Seven miles east of Avon Park	https://lichenportal.org/portal/collections/individual/index.php?occid=104477
COUNTY	10	ASU	104731	Clifford M. Wetmore	Florida	Polk	5.75	outside_boundary_exact	Florida, Highlands County	27.59452,-81.392683	ASUL034423	Seven miles east of Avon Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=104731
COUNTY	10	ASU	104755	Clifford M. Wetmore	Florida	Polk	5.75	outside_boundary_exact	Florida, Highlands County	27.59452,-81.392683	ASUL035816	Seven miles east of Avon Park	https://lichenportal.org/portal/collections/individual/index.php?occid=104755
COUNTY	10	ASU	104763	Clifford M. Wetmore	Florida	Polk	5.75	outside_boundary_exact	Florida, Highlands County	27.59452,-81.392683	NA	Seven miles east of Avon Park	https://lichenportal.org/portal/collections/individual/index.php?occid=104763
COUNTY	10	ASU	120198	T.H. Nash III	Florida	Monroe	40.47	outside_boundary_exact	Florida, Miami-Dade County	25.689067,-80.473985	NA	Everglades National Park along state highway 94	https://lichenportal.org/portal/collections/individual/index.php?occid=120198
COUNTY	10	ASU	126382	A. Aptroot	Florida	Palm Beach	128.11	outside_boundary_exact	Florida, Monroe County	25.1666667,-80.4166667	ASUL008833	Key Largo, John Pennekamp State Park	https://lichenportal.org/portal/collections/individual/index.php?occid=126382
COUNTY	10	ASU	2244264	B.D. Ryan	Florida	Wakulla	20	outside_boundary_exact	Florida, Leon County	30.4833333,-84.3083333	NA	ABLS Meetings, vicinity of Cabot Lodge, 0.4 km S of Hwy I-10 on US Hwy 27 (2735 Monroe St.), Talahassee	https://lichenportal.org/portal/collections/individual/index.php?occid=2244264
COUNTY	10	ASU	2695429	B.D. Ryan	Florida	Leon	0.37	outside_boundary_exact	Florida, Wakulla County	30.3,-84.35	NA	ABLS Stop 4: Apalachicola National Forest, Leon Sinks Geological Area, along US Hwy 319 just N of Wakulla County line	https://lichenportal.org/portal/collections/individual/index.php?occid=2695429
COUNTY	10	ASU	2695447	B.D. Ryan	Florida	Wakulla	20	outside_boundary_exact	Florida, Leon County	30.4833333,-84.3083333	NA	ABLS Meetings, vicinity of Cabot Lodge, 0.4 km S of Hwy I-10 on US Hwy 27 (2735 Monroe St.), Talahassee	https://lichenportal.org/portal/collections/individual/index.php?occid=2695447
COUNTY	10	ASU	2738856	P.O. Schallert	Florida	Orange	0.05	outside_boundary_exact	Florida, Seminole County	28.713052,-81.45896	ASUL032142	Wekiwa Springs	https://lichenportal.org/portal/collections/individual/index.php?occid=2738856
COUNTY	10	ASU	4659737	Jason Hollinger	Florida	Marion	5.53	outside_boundary_exact	Florida, Lake County	29.0712,-81.5826	NA	Ocala National Forest, Florida Trail south of Alexander Springs	https://lichenportal.org/portal/collections/individual/index.php?occid=4659737
COUNTY	10	ASU	4659738	Jason Hollinger	Florida	Marion	5.53	outside_boundary_exact	Florida, Lake County	29.0712,-81.5826	NA	Ocala National Forest, Florida Trail south of Alexander Springs	https://lichenportal.org/portal/collections/individual/index.php?occid=4659738
COUNTY	10	ASU	4659739	Jason Hollinger	Florida	Marion	5.53	outside_boundary_exact	Florida, Lake County	29.0712,-81.5826	NA	Ocala National Forest, Florida Trail south of Alexander Springs	https://lichenportal.org/portal/collections/individual/index.php?occid=4659739
COUNTY	10	ASU	4659740	Jason Hollinger	Florida	Marion	5.53	outside_boundary_exact	Florida, Lake County	29.0712,-81.5826	NA	Ocala National Forest, Florida Trail south of Alexander Springs	https://lichenportal.org/portal/collections/individual/index.php?occid=4659740
COUNTY	10	ASU	4659753	Jason Hollinger	Florida	Marion	0.83	outside_boundary_exact	Florida, Marion County	29.4369,-81.7642	NA	Ocala National Forest, near Lake Delancey	https://lichenportal.org/portal/collections/individual/index.php?occid=4659753
COUNTY	10	ASU	4659754	Jason Hollinger	Florida	Marion	0.83	outside_boundary_exact	Florida, Marion County	29.4369,-81.7642	NA	Ocala National Forest, near Lake Delancey	https://lichenportal.org/portal/collections/individual/index.php?occid=4659754
COUNTY	10	ASU	4659755	Jason Hollinger	Florida	Marion	0.83	outside_boundary_exact	Florida, Marion County	29.4369,-81.7642	NA	Ocala National Forest, near Lake Delancey	https://lichenportal.org/portal/collections/individual/index.php?occid=4659755
COUNTY	10	ASU	4659756	Jason Hollinger	Florida	Marion	0.83	outside_boundary_exact	Florida, Marion County	29.4369,-81.7642	NA	Ocala National Forest, near Lake Delancey	https://lichenportal.org/portal/collections/individual/index.php?occid=4659756
COUNTY	10	ASU	4659757	Jason Hollinger	Florida	Marion	0.83	outside_boundary_exact	Florida, Marion County	29.4369,-81.7642	NA	Ocala National Forest, near Lake Delancey	https://lichenportal.org/portal/collections/individual/index.php?occid=4659757
COUNTY	10	ASU	4659758	Jason Hollinger	Florida	Marion	1.3	outside_boundary_exact	Florida, Lake County	29.1717,-81.6276	NA	Ocala National Forest, near Wildcat Lake, 3.2 km east of Highway 19 on Highway 40, north side	https://lichenportal.org/portal/collections/individual/index.php?occid=4659758
COUNTY	10	ASU	4659759	Jason Hollinger	Florida	Marion	1.3	outside_boundary_exact	Florida, Lake County	29.1717,-81.6276	NA	Ocala National Forest, near Wildcat Lake, 3.2 km east of Highway 19 on Highway 40, north side	https://lichenportal.org/portal/collections/individual/index.php?occid=4659759
