herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
SBBG	3039562	SBBG	D. Ladd	Missouri	St Francis	13382.82	outside_boundary_similarity_0.786	not_found_in_US	37.67,90.52	SBBG016540L	Buck Mtn Winery and Vineyard, just NE of Buck Mtn Conservation Area, ca. 0.8 mi S of Buck Mtn Rd at S end of Oelsson Rd, ca. 5.6 mi ESE of town of Iron Mtn Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=3039562	COUNTRY	1000
PH	1775528	PH	Richard C. Harris	Missouri	Jefferson	6451.28	outside_boundary_exact	not_found_in_US	38.383333,-13.683333	PH00103568	Ca. 4 miles due northwest of Cedar Hill, in upper reaches of small north-tending tributary of La Barque Creek, just east of southeast end of Sand Cut Road off Byrnesville Road, east of Don Robinson Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1775528	COUNTRY	1000
PH	1776858	PH	William R. Buck	Missouri	Jefferson	6451.28	outside_boundary_exact	not_found_in_US	38.383333,-13.683333	PH00106405	St. Peters Sandstone ravine and glades, ca. 4 miles due northwest of Cedar Hill, in upper reaches of small north-tending tributary of La Barque Creek, just east of southeast end of Sand Cut Road off Byrnesville Road, east of Don Robinson Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1776858	COUNTRY	1000
PH	1777650	PH	Richard C. Harris	Missouri	Ripley	5613.68	outside_boundary_exact	not_found_in_US	36.7,-25.916667	PH00107202	Mudpuppy Conservation Area, 0-1 mile northwest of MO Highway #BB, ca. 4 miles north of US #160	https://lichenportal.org/portal/collections/individual/index.php?occid=1777650	COUNTRY	1000
PH	1091398	PH	James C. Lendemer	Missouri	Barry	4783.67	outside_boundary_exact	not_found_in_US	36,-39	PH00008619	Mark Twain National Forest, Piney Creek Wilderness, north of Forest Service Road #2185, 4.0 miles east of MO #39, Siloam Spring Trail, Cape Fair Quad.	https://lichenportal.org/portal/collections/individual/index.php?occid=1091398	COUNTRY	1000
PH	1727565	PH	James C. Lendemer	Missouri	Crawford	3891	outside_boundary_exact	not_found_in_US	1.01667,-91.51111	PH00094052	Woodson K. Woods Memorial Conservation Area, along Meramec Farms Road, 0.9 miles south of State Road #8, just east of Meramec River, Meramec Spring Quad.	https://lichenportal.org/portal/collections/individual/index.php?occid=1727565	COUNTRY	1000
MAINE	1973182	MAINE	Thomas A. Williams & D. Griffiths	Missouri	MISSOULA	NA	county_not_matched_no_match	county_not_matched	46.86,-114.01	MAINE-L-0006839	Missoula	https://lichenportal.org/portal/collections/individual/index.php?occid=1973182	COUNTRY	1000
MOR	1418546	MOR	Annette Parker	Missouri	Hale	NA	county_not_matched_no_match	county_not_matched	37.830499,-90.236016	L-0002381-MOR	At Hawn State Park, near Pickle Creek.	https://lichenportal.org/portal/collections/individual/index.php?occid=1418546	COUNTRY	1000
MOR	4907312	MOR	Douglas Ladd	Missouri	St.Clair	NA	county_not_matched_no_match	county_not_matched	38.059015,-93.79157	L-0017589-MOR	Lichen Glade Natural Area, along north side of highway B, east of Salt Creek, about 5.5 miles west of highway 13.	https://lichenportal.org/portal/collections/individual/index.php?occid=4907312	COUNTRY	1000
MOR	5376237	MOR	Gerould Wilhelm	Missouri	St. Loius	NA	county_not_matched_no_match	county_not_matched	38.556777,-90.670736	L-0018737-MOR	About 1/2 mile south of Pond, Rockwoods Reservation; creekside picnic area along southwest side of Glencoe Road, about 1 mile west of Hwy 109.	https://lichenportal.org/portal/collections/individual/index.php?occid=5376237	COUNTRY	1000
MIN	413345	MIN	Ladd, D.	Missouri	Phelps	1296.06	outside_boundary_exact	Florida, Marion County	29.21666667,-82.03333333	876833	Roluf Spring; Mark Twain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=413345	STATE	100
MIN	413346	MIN	Ladd, D.	Missouri	Phelps	1296.06	outside_boundary_exact	Florida, Marion County	29.21666667,-82.03333333	876834	Roluf Spring; Mark Twain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=413346	STATE	100
MIN	395992	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845687	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395992	STATE	100
MIN	395993	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845688	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395993	STATE	100
MIN	395994	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845689	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395994	STATE	100
MIN	395995	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845690	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395995	STATE	100
MIN	395996	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845691	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395996	STATE	100
MIN	395997	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845692	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395997	STATE	100
MIN	395998	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845693	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395998	STATE	100
MIN	395999	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845694	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=395999	STATE	100
MIN	396000	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845695	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396000	STATE	100
MIN	396001	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845696	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396001	STATE	100
MIN	396002	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845697	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396002	STATE	100
MIN	396003	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845698	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396003	STATE	100
MIN	396004	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845699	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396004	STATE	100
MIN	396005	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845700	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396005	STATE	100
MIN	396006	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845701	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396006	STATE	100
MIN	396007	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845702	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396007	STATE	100
MIN	396008	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845703	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396008	STATE	100
MIN	396009	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845704	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396009	STATE	100
MIN	396010	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845705	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396010	STATE	100
MIN	396011	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845706	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396011	STATE	100
MIN	396012	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845707	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396012	STATE	100
MIN	396013	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845708	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396013	STATE	100
MIN	396014	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845709	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396014	STATE	100
MIN	396015	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845710	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396015	STATE	100
MIN	396016	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845711	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396016	STATE	100
MIN	396017	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845712	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396017	STATE	100
MIN	396193	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845986	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396193	STATE	100
MIN	396194	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845987	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396194	STATE	100
MIN	396195	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845988	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396195	STATE	100
MIN	396196	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845989	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396196	STATE	100
MIN	396197	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845990	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396197	STATE	100
MIN	396198	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845991	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396198	STATE	100
MIN	396199	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845992	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396199	STATE	100
MIN	396200	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845993	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396200	STATE	100
MIN	396201	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845994	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396201	STATE	100
MIN	396202	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845995	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396202	STATE	100
MIN	396203	MIN	Wetmore, C.	Missouri	Greene	283.45	outside_boundary_exact	Kansas, Cowley County	37.11333333,-96.8425	845996	Gibson Mill Near Wilsons Creek; Wilson's Creek National Battlefield	https://lichenportal.org/portal/collections/individual/index.php?occid=396203	STATE	100
KANU	1330639	KANU	Clifford M Wetmore	Missouri	Taney	282.94	outside_boundary_exact	Oklahoma, Creek County	36.0780556,-96.4502778	381158	Mark Twain National Forest: Hercules Glades Wilderness Area	https://lichenportal.org/portal/collections/individual/index.php?occid=1330639	STATE	100
MIN	413296	MIN	Wetmore, C.	Missouri	Taney	282.94	outside_boundary_exact	Oklahoma, Creek County	36.07805556,-96.45027778	876655	Half Mi Nw of Hercules Tower; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=413296	STATE	100
MIN	383498	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813904	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383498	STATE	100
MIN	383499	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813905	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383499	STATE	100
MIN	383500	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813906	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383500	STATE	100
MIN	383501	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813907	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383501	STATE	100
MIN	383502	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813908	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383502	STATE	100
MIN	383503	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813909	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383503	STATE	100
MIN	383504	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813910	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383504	STATE	100
MIN	383505	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813911	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383505	STATE	100
MIN	383506	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813912	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383506	STATE	100
MIN	383507	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813913	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383507	STATE	100
MIN	383508	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813914	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383508	STATE	100
MIN	383509	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813915	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383509	STATE	100
MIN	383510	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813916	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383510	STATE	100
MIN	383511	MIN	Wetmore, C.	Missouri	Taney	248.35	outside_boundary_exact	Kansas, Miami County	38.62611111,-94.94694444	813917	Blair Ridge At Long Creek; Hercules Glades Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=383511	STATE	100
