error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	SBBG	3039562	D. Ladd	Missouri	St Francis	13382.82	outside_boundary_similarity_0.786	not_found_in_US	37.67,90.52	SBBG016540L	Buck Mtn Winery and Vineyard, just NE of Buck Mtn Conservation Area, ca. 0.8 mi S of Buck Mtn Rd at S end of Oelsson Rd, ca. 5.6 mi ESE of town of Iron Mtn Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=3039562
COUNTRY	1000	PH	1775528	Richard C. Harris	Missouri	Jefferson	6451.28	outside_boundary_exact	not_found_in_US	38.383333,-13.683333	PH00103568	Ca. 4 miles due northwest of Cedar Hill, in upper reaches of small north-tending tributary of La Barque Creek, just east of southeast end of Sand Cut Road off Byrnesville Road, east of Don Robinson Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1775528
COUNTRY	1000	PH	1776858	William R. Buck	Missouri	Jefferson	6451.28	outside_boundary_exact	not_found_in_US	38.383333,-13.683333	PH00106405	St. Peters Sandstone ravine and glades, ca. 4 miles due northwest of Cedar Hill, in upper reaches of small north-tending tributary of La Barque Creek, just east of southeast end of Sand Cut Road off Byrnesville Road, east of Don Robinson Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1776858
COUNTRY	1000	PH	1777650	Richard C. Harris	Missouri	Ripley	5613.68	outside_boundary_exact	not_found_in_US	36.7,-25.916667	PH00107202	Mudpuppy Conservation Area, 0-1 mile northwest of MO Highway #BB, ca. 4 miles north of US #160	https://lichenportal.org/portal/collections/individual/index.php?occid=1777650
COUNTRY	1000	PH	1091398	James C. Lendemer	Missouri	Barry	4783.67	outside_boundary_exact	not_found_in_US	36,-39	PH00008619	Mark Twain National Forest, Piney Creek Wilderness, north of Forest Service Road #2185, 4.0 miles east of MO #39, Siloam Spring Trail, Cape Fair Quad.	https://lichenportal.org/portal/collections/individual/index.php?occid=1091398
COUNTRY	1000	PH	1727565	James C. Lendemer	Missouri	Crawford	3891	outside_boundary_exact	not_found_in_US	1.01667,-91.51111	PH00094052	Woodson K. Woods Memorial Conservation Area, along Meramec Farms Road, 0.9 miles south of State Road #8, just east of Meramec River, Meramec Spring Quad.	https://lichenportal.org/portal/collections/individual/index.php?occid=1727565
COUNTRY	1000	MAINE	1973182	Thomas A. Williams & D. Griffiths	Missouri	MISSOULA	NA	county_not_matched_no_match	county_not_matched	46.86,-114.01	MAINE-L-0006839	Missoula	https://lichenportal.org/portal/collections/individual/index.php?occid=1973182
COUNTRY	1000	MOR	1418546	Annette Parker	Missouri	Hale	NA	county_not_matched_no_match	county_not_matched	37.830499,-90.236016	L-0002381-MOR	At Hawn State Park, near Pickle Creek.	https://lichenportal.org/portal/collections/individual/index.php?occid=1418546
COUNTRY	1000	MOR	4907312	Douglas Ladd	Missouri	St.Clair	NA	county_not_matched_no_match	county_not_matched	38.059015,-93.79157	L-0017589-MOR	Lichen Glade Natural Area, along north side of highway B, east of Salt Creek, about 5.5 miles west of highway 13.	https://lichenportal.org/portal/collections/individual/index.php?occid=4907312
COUNTRY	1000	MOR	5376237	Gerould Wilhelm	Missouri	St. Loius	NA	county_not_matched_no_match	county_not_matched	38.556777,-90.670736	L-0018737-MOR	About 1/2 mile south of Pond, Rockwoods Reservation; creekside picnic area along southwest side of Glencoe Road, about 1 mile west of Hwy 109.	https://lichenportal.org/portal/collections/individual/index.php?occid=5376237
