error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	ASU	5779849	William L. Culberson	Massachusetts	Middlesex	3.3	outside_boundary_exact	Massachusetts, Worcester County	42.22865,-71.63996	ASUL047964	9.6 km [6 mi] W of Hopkinton	https://lichenportal.org/portal/collections/individual/index.php?occid=5779849
COUNTY	10	ASU	65998	H. Willey	Massachusetts	Middlesex	71.61	outside_boundary_exact	Massachusetts, Bristol County	41.636213,-70.934208	ASUL018434	New Bedford	https://lichenportal.org/portal/collections/individual/index.php?occid=65998
COUNTY	10	FH	1609770	D. N. Greene	Massachusetts	Suffolk County	1.29	outside_boundary_exact	Massachusetts, Middlesex County	42.314919,-71.16923	barcode-00389005	Boston: Boston Harbor Islands National Park Area. George's Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1609770
COUNTY	10	FH	1609774	Scott LaGreca	Massachusetts	Plymouth County	4.29	outside_boundary_exact	Massachusetts, Suffolk County	42.316412,-71.007167	barcode-00389009	Boston: Boston Harbor Islands National Park Area. Thompsons Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1609774
COUNTY	10	FH	1609796	Scott LaGreca	Massachusetts	Plymouth County	4.45	outside_boundary_exact	Massachusetts, Suffolk County	42.317531,-71.008622	barcode-00389031	Boston: Boston Harbor Islands National Park Area. Thompsons Island. Northwest shore of island	https://lichenportal.org/portal/collections/individual/index.php?occid=1609796
COUNTY	10	FH	1609803	E. Lay	Massachusetts	Norfolk County	39.01	outside_boundary_exact	Massachusetts, Essex County	42.719444,-70.795833	barcode-00389038	Boston Harbor Islands. Grape Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1609803
COUNTY	10	FH	1609837	S. LaGreca	Massachusetts	Plymouth County	4.2	outside_boundary_exact	Massachusetts, Suffolk County	42.318752,-71.004159	barcode-00389072	Boston: Boston Harbor Islands National Park Area. Thompsons Island.	https://lichenportal.org/portal/collections/individual/index.php?occid=1609837
COUNTY	10	FH	1609838	E. Lay	Massachusetts	Barnstable County	2.1	outside_boundary_exact	Massachusetts, Plymouth County	41.760278,-70.657778	barcode-00389073	Bourne; Cape Cod Canal at Pole 250 N. Between upper paved path & Rt. 6E. Site # 95-402	https://lichenportal.org/portal/collections/individual/index.php?occid=1609838
COUNTY	10	FH	1609846	E. Lay	Massachusetts	Norfolk County	39.01	outside_boundary_exact	Massachusetts, Essex County	42.719444,-70.795833	barcode-00389081	Boston Harbor Islands. Grape Island. Site # 01-015	https://lichenportal.org/portal/collections/individual/index.php?occid=1609846
COUNTY	10	FH	1609877	E. Lay	Massachusetts	Barnstable County	2.1	outside_boundary_exact	Massachusetts, Plymouth County	41.760278,-70.657778	barcode-00389094	Bourne, Cape Cod Canal @ Pole 250 N, between upper paved path & Rt. 6E.	https://lichenportal.org/portal/collections/individual/index.php?occid=1609877
COUNTY	10	FH	1609901	E. Lay	Massachusetts	Hampshire County	1.97	outside_boundary_exact	Massachusetts, Hampden County	42.2,-72.533333	barcode-00389118	Chicopee: Westover AR Base GIS 311433. (Site 63). Gully over Willimansett Brook-intersects w. bridge. Site # 94-663	https://lichenportal.org/portal/collections/individual/index.php?occid=1609901
COUNTY	10	FH	1609909	P. F. May	Massachusetts	Barnstable County	2.11	outside_boundary_exact	Massachusetts, Plymouth County	41.760333,-70.657833	barcode-00389144	Bourne, Cape Cod Canal, Study Site 2, hill north of canal between pole 250 and US 6E	https://lichenportal.org/portal/collections/individual/index.php?occid=1609909
COUNTY	10	FH	1609976	D. N. Greene	Massachusetts	Plymouth County	4.51	outside_boundary_exact	Massachusetts, Suffolk County	42.314231,-71.011405	barcode-00389210	Boston: Boston Harbor Islands National Park Area. Thompsons Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1609976
COUNTY	10	FH	1610010	E. Lay	Massachusetts	Worcester County	22.04	outside_boundary_exact	Massachusetts, Hampden County	42.2,-72.533333	barcode-00389245	Chicopee. Westover AR Base GIS 317433 (Site 86). Next to runway	https://lichenportal.org/portal/collections/individual/index.php?occid=1610010
COUNTY	10	FH	1610103	S. A. LaGreca	Massachusetts	Plymouth County	4.45	outside_boundary_exact	Massachusetts, Suffolk County	42.3118,-71.011886	barcode-00389338	Boston: Boston Harbor Islands National Park Area. Thompsons Island. South part of island	https://lichenportal.org/portal/collections/individual/index.php?occid=1610103
COUNTY	10	FH	1610112	S. A. LaGreca	Massachusetts	Plymouth County	4.45	outside_boundary_exact	Massachusetts, Suffolk County	42.3118,-71.011886	barcode-00389347	Boston: Boston Harbor Islands National Park Area. Thompsons Island. South part of island	https://lichenportal.org/portal/collections/individual/index.php?occid=1610112
COUNTY	10	FH	1610137	D. N. Greene	Massachusetts	Plymouth County	4.51	outside_boundary_exact	Massachusetts, Suffolk County	42.314231,-71.011405	barcode-00389372	Boston: Boston Harbor Islands National Park Area. Thompsons Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1610137
COUNTY	10	FH	1610162	S. A. LaGreca	Massachusetts	Plymouth County	4.45	outside_boundary_exact	Massachusetts, Suffolk County	42.3118,-71.011886	barcode-00389397	Boston: Boston Harbor Islands National Park Area. Thompsons Island. South part of island	https://lichenportal.org/portal/collections/individual/index.php?occid=1610162
COUNTY	10	FH	1610168	S. A. LaGreca	Massachusetts	Plymouth County	4.45	outside_boundary_exact	Massachusetts, Suffolk County	42.3118,-71.011886	barcode-00389403	Boston: Boston Harbor Islands National Park Area. Thompsons Island. South part of island	https://lichenportal.org/portal/collections/individual/index.php?occid=1610168
COUNTY	10	FH	1610185	S. A. LaGreca	Massachusetts	Plymouth County	3.83	outside_boundary_exact	Massachusetts, Suffolk County	42.317547,-70.999983	barcode-00389420	Boston: Boston Harbor Islands National Park Area. Thompsons Island. North tip of island	https://lichenportal.org/portal/collections/individual/index.php?occid=1610185
COUNTY	10	FH	1610194	D. N. Greene	Massachusetts	Plymouth County	3.83	outside_boundary_exact	Massachusetts, Suffolk County	42.317547,-70.999983	barcode-00389429	Boston: Boston Harbor Islands National Park Area. Thompsons Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1610194
