error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	CMN	451187	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 115157	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, along Tupper Hill Road	https://lichenportal.org/portal/collections/individual/index.php?occid=451187
STATE	100	CMN	451502	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 115472	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, near outlet of Big Vineca Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=451502
STATE	100	CMN	451895	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 115872	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, along \\Broadway\\	https://lichenportal.org/portal/collections/individual/index.php?occid=451895
STATE	100	CMN	452010	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 115990	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, along \\Broadway\\	https://lichenportal.org/portal/collections/individual/index.php?occid=452010
STATE	100	CMN	452106	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 116085	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, along Gravelly Run Road	https://lichenportal.org/portal/collections/individual/index.php?occid=452106
STATE	100	CMN	452171	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 116149	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, along Tupper Hill Road	https://lichenportal.org/portal/collections/individual/index.php?occid=452171
STATE	100	CMN	452311	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 116292	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, between Piney Road & Big Vineca	https://lichenportal.org/portal/collections/individual/index.php?occid=452311
STATE	100	CMN	452380	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 116363	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, wall of Hessian Cemetary	https://lichenportal.org/portal/collections/individual/index.php?occid=452380
STATE	100	CMN	452381	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 116364	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, below Big Vineca Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=452381
STATE	100	CMN	452386	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 116369	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, top of Tupper Hill	https://lichenportal.org/portal/collections/individual/index.php?occid=452386
STATE	100	CMN	452885	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 10019509	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, between Piney Road & Big Vineca	https://lichenportal.org/portal/collections/individual/index.php?occid=452885
STATE	100	CMN	452890	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 10019482	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, near greenhouse	https://lichenportal.org/portal/collections/individual/index.php?occid=452890
STATE	100	CMN	453233	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 117239	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, along Tupper Hill Road	https://lichenportal.org/portal/collections/individual/index.php?occid=453233
STATE	100	CMN	453328	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 117333	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, old orchard near greenhouse	https://lichenportal.org/portal/collections/individual/index.php?occid=453328
STATE	100	CMN	453439	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 117449	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, near outlet of Big Vineca Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=453439
STATE	100	CMN	453440	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Massachusetts	Hampden Co.	178.92	outside_boundary_exact	New York, Delaware County	42.0333,-75.25	CANL 117450	Norcross Wildlife Sanctuary, SE of Monson, S of Monson-Wales Road, near outlet of Big Vineca Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=453440
