institutionCode,distance_km,recordedBy,stateProvince,county,coordinates,catalogNumber,implied_location,locality,occurrenceID,status,record_link
OSC,8843.52,Claire Tortorelli,Oregon,Crook,44.25202,120.12815,OSC-M-048098,not_found_in_US,South of Fox Canyon Road, south-central Ochoco Mountains,5831269,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5831269
OSC,8843.52,Claire Tortorelli,Oregon,Crook,44.25202,120.12815,OSC-M-048098,not_found_in_US,South of Fox Canyon Road, south-central Ochoco Mountains,5831269,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5831269
OSC,8791.59,Bruce McCune,Oregon,Jackson,42.01157,122.6101,OSC-M-048015,not_found_in_US,Cathedral Cliffs, Soda Mountain Wilderness, near California border,5829106,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5829106
OSC,8791.59,Bruce McCune,Oregon,Jackson,42.01157,122.6101,OSC-M-048015,not_found_in_US,Cathedral Cliffs, Soda Mountain Wilderness, near California border,5829106,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5829106
OSC,8485.17,Bruce McCune,Oregon,Linn,44.78,122.74157,OSC-M-048031,not_found_in_US,Kingston Prairie,5829127,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5829127
OSC,8485.17,Bruce McCune,Oregon,Linn,44.78,122.74157,OSC-M-048031,not_found_in_US,Kingston Prairie,5829127,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5829127
OSC,8367.28,Bruce McCune,Oregon,Douglas,43.083333,-12.55,OSC-M-049632,not_found_in_US,The Dell. 3 km S of town of Tenmile,5825317,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5825317
OSC,8367.28,Bruce McCune,Oregon,Douglas,43.083333,-12.55,OSC-M-049632,not_found_in_US,The Dell. 3 km S of town of Tenmile,5825317,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5825317
OSC,7794.36,M. Arnot,Oregon,Josephine,42.10955,-23.407,92978,not_found_in_US,East from Cave Junction on SR 4600 to Spur Rd 176.,5414693,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5414693
OSC,7794.36,M. Arnot,Oregon,Josephine,42.10955,-23.407,92978,not_found_in_US,East from Cave Junction on SR 4600 to Spur Rd 176.,5414693,outside_boundary_exact,https://lichenportal.org/portal/collections/individual/index.php?occid=5414693
