herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
PH	1724806	PH	James C. Lendemer	New York	Essex	4567.27	outside_boundary_exact	not_found_in_US	1.02167,-73.9625	PH00090023	ortheast of Heart Lake, low east-facing slopes of Mt. Jo	https://lichenportal.org/portal/collections/individual/index.php?occid=1724806	COUNTRY	1000
SBBG	151199	SBBG	J. Guccion	New York	Jefferson	4296.29	outside_boundary_exact	not_found_in_US	3.730278,-76.233333	NA	El Dorado Shore Alvar Preserve (Nature Conservancy); At end of Grand Jean road off county road 152, 1.3 mi W of state route 3.	https://lichenportal.org/portal/collections/individual/index.php?occid=151199	COUNTRY	1000
ILLS	2706465	ILLS	J.L. Crane & C.A. Shearer	New York	Clinton	3918.67	outside_boundary_exact	not_found_in_US	44.635113,-124.235721	ILLS00095230	Adirondack Park. True Brook about 0.4 mile from Route 3 on True Brook Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=2706465	COUNTRY	1000
CUP	3139689	CUP	Norm Trigoboff	New York	Nassau	3863.07	outside_boundary_exact	not_found_in_US	73.5163,-40.667	CUP-L-0009179	Mill Pond Park, in a half open area on the wooded path, bordering the parkway.	https://lichenportal.org/portal/collections/individual/index.php?occid=3139689	COUNTRY	1000
CUP	3139690	CUP	Norm Trigoboff	New York	Nassau	3863.07	outside_boundary_exact	not_found_in_US	73.5163,-40.667	CUP-L-0009180	Mill Pond Park, in a half open area on the wooded path, bordering the parkway.	https://lichenportal.org/portal/collections/individual/index.php?occid=3139690	COUNTRY	1000
ILLS	2708224	ILLS	J.L. Crane & J.D. Schoknecht	New York	Hamilton	740.71	outside_boundary_exact	not_found_in_US	36.603062,-74.575722	ILLS00093483	Adirondack Park, Loon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=2708224	COUNTRY	1000
ILLS	2708225	ILLS	J.L. Crane & J.D. Schoknecht	New York	Hamilton	740.71	outside_boundary_exact	not_found_in_US	36.603062,-74.575722	ILLS00010665	Adirondack Park, Loon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=2708225	COUNTRY	1000
CMN	448071	CMN	Brodo, Irwin M. | Brodo, Fenja	New York	Essex Co. (NY)	299.97	outside_boundary_reverse_partial	not_found_in_US	44.65,-77.9833	CANL 100223	Adirondack Loj. 10 mi S of Lake Placid Van Hoevenburg trail to Mount Marcy Summit.	https://lichenportal.org/portal/collections/individual/index.php?occid=448071	COUNTRY	1000
WIS	1070027	WIS	Raymond H. Torrey	New York	Montgomery	274.45	outside_boundary_exact	not_found_in_US	41.071422,-71.855806	WIS-L-0036095	Napeague Beach, Montauk Point, Long Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1070027	COUNTRY	1000
ILLS	2708651	ILLS	J.L. Crane & J.D. Schoknecht	New York	Franklin	190.81	outside_boundary_exact	not_found_in_US	44.5584,-77.0699	ILLS00006903	Adirondack Park, Loon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=2708651	COUNTRY	1000
NY	3208889	NY	W. R. Buck	New York	Clinton Co.	93.83	outside_boundary_exact	not_found_in_US	45.85,-73.58	1069981	Altona Flat Rock area in Miner Experimental Forest, along Cold Brook	https://lichenportal.org/portal/collections/individual/index.php?occid=3208889	COUNTRY	1000
NY	3515288	NY	E. Lay	New York	Clinton Co.	93.83	outside_boundary_exact	not_found_in_US	45.85,-73.58	03302721	Altona Flat Rock area in Miner Experimental Forest, along Cold Brook	https://lichenportal.org/portal/collections/individual/index.php?occid=3515288	COUNTRY	1000
NY	4989535	NY	E. Lay	New York	Clinton Co.	93.83	outside_boundary_exact	not_found_in_US	45.85,-73.58	04469903	Altona Flat Rock area in Miner Experimental Forest, along Cold Brook	https://lichenportal.org/portal/collections/individual/index.php?occid=4989535	COUNTRY	1000
KANU	1328417	KANU	Irwin M Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.8355556,-70.9172222	381270	Long Island: 6.5 mi NE East Patchogue	https://lichenportal.org/portal/collections/individual/index.php?occid=1328417	COUNTRY	1000
KANU	1332240	KANU	Irwin M Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.8355556,-70.9172222	381258	Long Island: 6.5 mi NE East Patchogue	https://lichenportal.org/portal/collections/individual/index.php?occid=1332240	COUNTRY	1000
PH	1742920	PH	Irwin M. Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.83556,-70.91722	PH00097701	Long Island, Yaphank, Yaphank Road and Middle Island Road (6.5 miles [10.5 km] northeast of East Patchogue)	https://lichenportal.org/portal/collections/individual/index.php?occid=1742920	COUNTRY	1000
PH	1796356	PH	Irwin M. Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.835556,-70.917222	PH00116682	Long Island, Yaphank, Yaphank Road and Middle Island Road (6.5 miles [10.5 km] northeast of East Patchogue)	https://lichenportal.org/portal/collections/individual/index.php?occid=1796356	COUNTRY	1000
NY	864253	NY	R. C. Harris	New York	Suffolk Co.	15.08	outside_boundary_exact	not_found_in_US	40.9089,-73.6769	1059326	Cranberry Bog Nature Preserve, c. 0.5 mi S of Riverhead along Co. Rd. 51	https://lichenportal.org/portal/collections/individual/index.php?occid=864253	COUNTRY	1000
NY	957217	NY	R. C. Harris	New York	Suffolk Co.	15.08	outside_boundary_exact	not_found_in_US	40.9089,-73.6769	1410522	Cranberry Bog Nature Preserve, c. 0.5 mi S of Riverhead along Co. Rd. 51	https://lichenportal.org/portal/collections/individual/index.php?occid=957217	COUNTRY	1000
CMN	3328356	CMN	Brodo, Irwin M.	New York	Long I. (NY)	NA	county_not_matched_no_match	county_not_matched	41.0667,-72.35	CANL 4837	Shelter Island, about one mile north of Nichols Pt.	https://lichenportal.org/portal/collections/individual/index.php?occid=3328356	COUNTRY	1000
MAINE	1783645	MAINE	P. L. or J. W. Hinds	New York	KNOX	NA	county_not_matched_no_match	county_not_matched	44.107,-69.136	MAINE-L-0003332	ROCKLAND. EXPOSED ROCK NEAR HURLEY QUAR	https://lichenportal.org/portal/collections/individual/index.php?occid=1783645	COUNTRY	1000
TENN	1045392	TENN	Stanley A. Cain	New York	Sussex	NA	county_not_matched_no_match	county_not_matched	41.177266,-74.607661	TENN-L-0002698	S. of Sussex	https://lichenportal.org/portal/collections/individual/index.php?occid=1045392	COUNTRY	1000
TENN	1045394	TENN	Stanley A. Cain	New York	Sussex	NA	county_not_matched_no_match	county_not_matched	41.177266,-74.607661	TENN-L-0002700	S. of Sussex	https://lichenportal.org/portal/collections/individual/index.php?occid=1045394	COUNTRY	1000
WIS	1070029	WIS	Raymond H. Torrey	New York	North Sea Road	NA	county_not_matched_no_match	county_not_matched	40.777699,-72.707934	WIS-L-0036097	Pike's Beach, Westhampton, Long Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1070029	COUNTRY	1000
MIN	307022	MIN	Imshaug, H.; Brodo	New York	Suffolk	2502.73	outside_boundary_exact	South Dakota, Pennington County	43.947,-103.97	626990	Long Island, Se of Flanders	https://lichenportal.org/portal/collections/individual/index.php?occid=307022	STATE	100
LSU	4787941	LSU	John M. Franklin	New York	Ulster	101.81	outside_boundary_exact	New Jersey, Union County	40.68166,-74.35567	LSU00165179	Sam's Point Area, Minnewaska State Park Preserve. Sam's Point Road, Cragsmoor, NY	https://lichenportal.org/portal/collections/individual/index.php?occid=4787941	STATE	100
LSU	4787942	LSU	John M. Franklin	New York	Ulster	101.81	outside_boundary_exact	New Jersey, Union County	40.68166,-74.35567	LSU00165190	Sam's Point Area, Minnewaska State Park Preserve. Sam's Point Road, Cragsmoor, NY	https://lichenportal.org/portal/collections/individual/index.php?occid=4787942	STATE	100
LSU	4787944	LSU	John M. Franklin	New York	Ulster	101.81	outside_boundary_exact	New Jersey, Union County	40.68166,-74.35567	LSU00165213	Sam's Point Area, Minnewaska State Park Preserve. Sam's Point Road, Cragsmoor, NY	https://lichenportal.org/portal/collections/individual/index.php?occid=4787944	STATE	100
CUP	2419589	CUP	Tom Phillips	New York	Rensselaer	67.61	outside_boundary_exact	Massachusetts, Franklin County	42.7225,-72.434833	CUP-L-0005958	Dyken Pond Environmental Education Center: Dyken Pond Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=2419589	STATE	100
NY	1060749	NY	G. P. Anderson	New York	Orange Co.	11.24	outside_boundary_exact	New Jersey, Sussex County	41.21,-74.63	1562913	Edenville	https://lichenportal.org/portal/collections/individual/index.php?occid=1060749	STATE	100
NY	1237556	NY	G. P. Anderson	New York	Orange Co.	11.24	outside_boundary_exact	New Jersey, Sussex County	41.21,-74.63	1615356	Edenville	https://lichenportal.org/portal/collections/individual/index.php?occid=1237556	STATE	100
NY	5683503	NY	G. P. Anderson	New York	Orange Co.	11.24	outside_boundary_exact	New Jersey, Sussex County	41.21,-74.63	1563998	Edenville	https://lichenportal.org/portal/collections/individual/index.php?occid=5683503	STATE	100
MOR	1415453	MOR	G.G. Nearing	New York	Rockland	2.24	outside_boundary_exact	New Jersey, Bergen County	40.981815,-73.920179	L-0000108-MOR	Stony Brook, Palisades Interstate Park	https://lichenportal.org/portal/collections/individual/index.php?occid=1415453	STATE	100
NY	839561	NY	W. R. Buck	New York	Putnam Co.	0.21	outside_boundary_exact	Connecticut, Western Connecticut County	41.5,-73.53	322307	Town of Patterson, Walter G. Merritt Park, along Haviland Hollow Road	https://lichenportal.org/portal/collections/individual/index.php?occid=839561	STATE	100
NY	954988	NY	Richard C. Harris	New York	Clinton	402.16	outside_boundary_exact	New York, Nassau County	40.839444,-73.569722	1399539	Town of Altona, Miner Experimental Forest, Coblelestone Hill above Little Chazy River	https://lichenportal.org/portal/collections/individual/index.php?occid=954988	COUNTY	10
NY	1005662	NY	William R. Buck	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1517619	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1005662	COUNTY	10
NY	1005967	NY	William R. Buck	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1517936	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1005967	COUNTY	10
NY	1008111	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1518755	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1008111	COUNTY	10
NY	1008112	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1518756	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1008112	COUNTY	10
NY	1008115	NY	William R. Buck	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1518759	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1008115	COUNTY	10
NY	1020699	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1525958	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1020699	COUNTY	10
NY	1021476	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1526736	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1021476	COUNTY	10
NY	1021478	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1526738	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1021478	COUNTY	10
NY	1021479	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1526739	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1021479	COUNTY	10
NY	1022973	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1535144	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1022973	COUNTY	10
NY	1023004	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1535175	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1023004	COUNTY	10
NY	1025578	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1536419	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1025578	COUNTY	10
NY	1026681	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1537526	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1026681	COUNTY	10
NY	1027199	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1538044	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1027199	COUNTY	10
NY	1027424	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1538269	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1027424	COUNTY	10
NY	1034922	NY	Richard C. Harris	New York	Clinton	273.26	outside_boundary_exact	New York, Dutchess County	41.984722,-73.766667	1540503	Town of Canaan, Robbins Swamp, E of Sand Road, ca. 0.5 mi N of CT 126	https://lichenportal.org/portal/collections/individual/index.php?occid=1034922	COUNTY	10
