error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	CAS	2745677	Nelson, J.; Schmitt, Claire K.	New York	Warren County	0.08	outside_boundary_exact	New York, Washington County	43.5666666667,-73.6	498303	Town of Bolton, Lake George, Tongue Mountain Shoreline	https://lichenportal.org/portal/collections/individual/index.php?occid=2745677
COUNTY	10	CMN	3784283	Deduke, Chris	New York	Genesee Co. (NY)	13.6	outside_boundary_reverse_partial	New York, Livingston County	42.788,-77.823	CANL 10009191	Geneseo, SUNY Geneseo Arboretum	https://lichenportal.org/portal/collections/individual/index.php?occid=3784283
COUNTY	10	CMN	3784353	Deduke, Chris	New York	Genesee Co. (NY)	13.6	outside_boundary_reverse_partial	New York, Livingston County	42.788,-77.823	CANL 10009194	Geneseo, SUNY Geneseo Arboretum	https://lichenportal.org/portal/collections/individual/index.php?occid=3784353
COUNTY	10	CUP	1766154	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003480	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766154
COUNTY	10	CUP	1766176	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003503	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766176
COUNTY	10	CUP	1766199	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003526	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766199
COUNTY	10	CUP	1766213	Cleavitt & Wesley	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003540	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766213
COUNTY	10	CUP	1766222	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003549	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766222
COUNTY	10	CUP	1766289	Dirig	New York	Columbia	168.03	outside_boundary_exact	New York, Cortland County	42.431015,-75.924635	CUP-L-0003616	Landers Corners	https://lichenportal.org/portal/collections/individual/index.php?occid=1766289
COUNTY	10	CUP	1766367	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003694	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766367
COUNTY	10	CUP	1766384	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003711	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766384
COUNTY	10	CUP	1766385	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003712	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766385
COUNTY	10	CUP	1766398	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003725	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766398
COUNTY	10	CUP	1766421	Brown & Muenscher	New York	Cortland	2.4	outside_boundary_exact	New York, Tompkins County	42.552016,-76.291044	CUP-L-0003748	McLean Bogs	https://lichenportal.org/portal/collections/individual/index.php?occid=1766421
