herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
VPI	5631288	VPI	T.F. Wieboldt	Virginia	Scott	12802.97	outside_boundary_exact	not_found_in_US	36.82991,82.44975	VPI-L-0001024	Short distance above falls. Near Hwy 65 jct with Long Hollow Rd, 1.0 mi E of Dungannon	https://lichenportal.org/portal/collections/individual/index.php?occid=5631288	COUNTRY	1000
VPI	5631289	VPI	T.F. Wieboldt	Virginia	Scott	12802.97	outside_boundary_exact	not_found_in_US	36.82991,82.44975	VPI-L-0001025	Short distance above falls. Near Hwy 65 jct with Long Hollow Rd, 1.0 mi E of Dungannon	https://lichenportal.org/portal/collections/individual/index.php?occid=5631289	COUNTRY	1000
VPI	5631290	VPI	T.F. Wieboldt	Virginia	Pulaski	12550.46	outside_boundary_exact	not_found_in_US	37.00166,80.6796	VPI-L-0001026	beside Claytor Lake at Lowman's Ferry bridge, 1.3 mi NNE of Mack Creek Village	https://lichenportal.org/portal/collections/individual/index.php?occid=5631290	COUNTRY	1000
FH	4723636	FH	R. S. Egan	Virginia	Madison County	12042.88	outside_boundary_exact	not_found_in_US	38.55,78.4	barcode-00377198	Shenandoah National Park; south slope of Hawksbill Mountain from Upper Hawksbill Overlook to the summit	https://lichenportal.org/portal/collections/individual/index.php?occid=4723636	COUNTRY	1000
OSC	4938622	OSC	Lawrence H. Pike	Virginia	Madison	12038.41	outside_boundary_exact	not_found_in_US	38.59,78.38	34345	Near turnoff from Skyline Drive to Skyland (M. P. 41.2)	https://lichenportal.org/portal/collections/individual/index.php?occid=4938622	COUNTRY	1000
GMUF	3566729	GMUF	Lawrey, J.	Virginia	Prince William	9381.99	outside_boundary_exact	not_found_in_US	38.58036111,38.58036111	GMUF-0016479	Prince William Forest Park; Parking Area H, S along High Meadow Tr. 0.5 km	https://lichenportal.org/portal/collections/individual/index.php?occid=3566729	COUNTRY	1000
ASU	4660255	ASU	Jason Hollinger	Virginia	Accomack	23.38	outside_boundary_exact	not_found_in_US	37.3294,-76.0111	NA	Savage Neck Dunes State Natural Area Preserve, old forested dunes along trail to beach	https://lichenportal.org/portal/collections/individual/index.php?occid=4660255	COUNTRY	1000
COLO	3171194	COLO	J. C. Lendemer	Virginia	Cheaspeake (Independent City)	NA	county_not_matched_no_match	county_not_matched	36.5764,-76.4297	COLO-L-0051409	Great Dismal Swamp National Wildlife Refuge, SW corner of intersection of Persimmon Ditch and Myrtle Ditch, 1.7 mi N of NC/VA state line	https://lichenportal.org/portal/collections/individual/index.php?occid=3171194	COUNTRY	1000
COLO	3171195	COLO	J. C. Lendemer	Virginia	Cheaspeake (Independent City)	NA	county_not_matched_no_match	county_not_matched	36.5764,-76.4297	COLO-L-0051476	Great Dismal Swamp National Wildlife Refuge, SW corner of intersection of Persimmon Ditch and Myrtle Ditch, 1.7 mi N of NC/VA state line	https://lichenportal.org/portal/collections/individual/index.php?occid=3171195	COUNTRY	1000
COLO	3171196	COLO	J. C. Lendemer	Virginia	Cheaspeake (Independent City)	NA	county_not_matched_no_match	county_not_matched	36.5764,-76.4297	COLO-L-0051492	Great Dismal Swamp National Wildlife Refuge, SW corner of intersection of Persimmon Ditch and Myrtle Ditch, 1.7 mi N of NC/VA state line	https://lichenportal.org/portal/collections/individual/index.php?occid=3171196	COUNTRY	1000
GMUF	3556060	GMUF	Lawrey, J.	Virginia	VA	NA	county_not_matched_no_match	county_not_matched	38.60555556,-77.41083333	GMUF-0016216	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=3556060	COUNTRY	1000
KANU	1758747	KANU	Everett S Luttrell; John Claiborne Strickland	Virginia	Princess Anne	NA	county_not_matched_no_match	county_not_matched	36.723471,-75.963429	3383	Pungo: 3 mi E on Rte 625	https://lichenportal.org/portal/collections/individual/index.php?occid=1758747	COUNTRY	1000
TENN	1014982	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0000966	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1014982	COUNTRY	1000
TENN	1014990	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0000974	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1014990	COUNTRY	1000
TENN	1046467	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0003773	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1046467	COUNTRY	1000
TENN	1065147	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0005972	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1065147	COUNTRY	1000
TENN	1065151	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0005976	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1065151	COUNTRY	1000
TENN	1065152	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0005977	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1065152	COUNTRY	1000
TENN	1065587	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0004413	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1065587	COUNTRY	1000
TENN	1065593	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0004419	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1065593	COUNTRY	1000
TENN	1066054	TENN	Mason E. Hale	Virginia	grysm	NA	county_not_matched_no_match	county_not_matched	36.62,-81.38	TENN-L-0004884	Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1066054	COUNTRY	1000
TENN	1066055	TENN	Mason E. Hale	Virginia	grysm	NA	county_not_matched_no_match	county_not_matched	36.62,-81.38	TENN-L-0004885	2 miles west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1066055	COUNTRY	1000
TENN	1066974	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0005804	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1066974	COUNTRY	1000
TENN	1114050	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0007934	Grayson Co. Two miles north of	https://lichenportal.org/portal/collections/individual/index.php?occid=1114050	COUNTRY	1000
TENN	3579177	TENN	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.616695,-81.419436	TENN-L-0008643	2 mi. West of Volney.	https://lichenportal.org/portal/collections/individual/index.php?occid=3579177	COUNTRY	1000
URV	1734671	URV	Ferrell, A. M.	Virginia	Richmond City	NA	county_not_matched_no_match	county_not_matched	37.57694,-77	URV002209	University of Richmond campus, Westhampton Woods	https://lichenportal.org/portal/collections/individual/index.php?occid=1734671	COUNTRY	1000
