error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	CUP	4938602	CUP	William L. Culberson	Virginia	Giles	918.07	outside_boundary_exact	Florida, Okaloosa County	30.3916667,-86.55	CUP-L-0011137	Mountain Lake, road to Ashbury House	https://lichenportal.org/portal/collections/individual/index.php?occid=4938602
STATE	100	CUP	4938603	CUP	William L. Culberson	Virginia	Giles	918.07	outside_boundary_exact	Florida, Okaloosa County	30.3916667,-86.55	CUP-L-0011138	Mountain Lake Biological Station	https://lichenportal.org/portal/collections/individual/index.php?occid=4938603
STATE	100	CUP	4993478	CUP	William L. Culberson	Virginia	Giles	3515.06	outside_boundary_exact	Oregon, Douglas County	43.25208,-122.30135	CUP-L-0011155	Mountain Lake Biological Station	https://lichenportal.org/portal/collections/individual/index.php?occid=4993478
STATE	100	NCU	3032788	NCU	Uebel, Edward C.	Virginia	Highland	1194.23	outside_boundary_exact	Maine, Washington County	44.583333,-67.533333	NCU-L-0005373	Near the Endless Mountain Retreat, south on County Road 601, approx. 2.4 miles from U.S. 250	https://lichenportal.org/portal/collections/individual/index.php?occid=3032788
STATE	100	NCU	3032789	NCU	Uebel, Edward C.	Virginia	Highland	1194.23	outside_boundary_exact	Maine, Washington County	44.583333,-67.533333	NCU-L-0005374	Near the Endless Mountain Retreat, south on County Road 601, approx. 2.4 miles from U.S. 250	https://lichenportal.org/portal/collections/individual/index.php?occid=3032789
STATE	100	NCU	3032791	NCU	Uebel, Edward C.	Virginia	Highland	1173.45	outside_boundary_exact	Maine, Hancock County	44.857833,-68.098567	NCU-L-0005376	Near the Endless Mountain Retreat, south on County Road 601, approx. 2.4 miles from U.S. 250	https://lichenportal.org/portal/collections/individual/index.php?occid=3032791
STATE	100	NCU	3058338	NCU	Uebel, Edward C.	Virginia	Highland	0.03	outside_boundary_exact	West Virginia, Pocahontas County	38.428416,-79.694157	NCU-L-0005520	Near the Endless Mountain Retreat, S on County Road 601, approx 2.4 mi from US 250	https://lichenportal.org/portal/collections/individual/index.php?occid=3058338
STATE	100	OSC	4428617	OSC	J. Dey	Virginia	Augusta	2.53	outside_boundary_exact	West Virginia, Pendleton County	38.44,-79.31	173342	Plot: 51-15-205. State-County-FIADB plo.	https://lichenportal.org/portal/collections/individual/index.php?occid=4428617
STATE	100	TENN	1066985	TENN	M.E. Hale	Virginia	Lee	0.09	outside_boundary_exact	Tennessee, Claiborne County	36.6,-83.67	TENN-L-0005815	Cumberland Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=1066985
STATE	100	TENN	1067004	TENN	M.E. Hale	Virginia	Lee	0.09	outside_boundary_exact	Tennessee, Claiborne County	36.6,-83.67	TENN-L-0005834	Cumberland Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=1067004
STATE	100	VPI	2956121	VPI	T. F. Wieboldt; J. F. Townsend	Virginia	Patrick	90.94	outside_boundary_exact	West Virginia, Monroe County	37.66963,-80.43522	VPI-L-0000892	United States, Virginia, Patrick; Pinnacle of Dan, ca 0.4 mi S	https://lichenportal.org/portal/collections/individual/index.php?occid=2956121
STATE	100	VPI	3425787	VPI	T.F. Wieboldt	Virginia	Pulaski	84.41	outside_boundary_exact	West Virginia, Greenbrier County	37.98954,-80.75189	VPI-L-0000997	New River Trail (abandoned RR) about 1.0 mi. SSW of Draper.	https://lichenportal.org/portal/collections/individual/index.php?occid=3425787
