herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
SBBG	3555080	SBBG	C. A. Morse	Nebraska	Richardson	10166.52	outside_boundary_exact	not_found_in_US	4,0	SBBG001771L	2 mi S, 4 mi E of Rulo.TNC Rulo Bluffs Preserve	https://lichenportal.org/portal/collections/individual/index.php?occid=3555080	COUNTRY	1000
WIS	1324284	WIS	W. Kiener	Nebraska	Chaffee	NA	county_not_matched_no_match	county_not_matched	42.14662,-97.194183	WIS-L-0077321	Hancock	https://lichenportal.org/portal/collections/individual/index.php?occid=1324284	COUNTRY	1000
OSC	4427972	OSC	Massal Advaita	Nebraska	Sherman	569.63	outside_boundary_exact	Iowa, Benton County	42.28,-91.94	156903	1mi E of Loup City, roadside on 790th Road. ]. Loup City	https://lichenportal.org/portal/collections/individual/index.php?occid=4427972	STATE	100
OSC	4412778	OSC	M. Advaita	Nebraska	Cedar	333.5	outside_boundary_exact	South Dakota, Marshall County	45.86166667,-97.40433333	153637	ca 1 mi S of Yankton, Green Island Wildlife Management Area	https://lichenportal.org/portal/collections/individual/index.php?occid=4412778	STATE	100
OSC	4412779	OSC	M. Advaita	Nebraska	Cedar	333.5	outside_boundary_exact	South Dakota, Marshall County	45.86166667,-97.40433333	153658	ca 1 mi S of Yankton, Green Island Wildlife Management Area	https://lichenportal.org/portal/collections/individual/index.php?occid=4412779	STATE	100
SBBG	3555126	SBBG	C. A. Morse	Nebraska	Richardson	24.74	outside_boundary_exact	Missouri, Holt County	40.016667,-95.016667	SBBG003288L	2 mi S, 4 mi E of Rulo. TNC Rulo Bluffs Preserve	https://lichenportal.org/portal/collections/individual/index.php?occid=3555126	STATE	100
WIS	1017943	WIS	G. J. Shroeder	Nebraska	Knox	1.64	outside_boundary_exact	South Dakota, Yankton County	42.865,-97.5333	WIS-L-0020729	3 of Lewis & Clark Lake of Missouri River | Gavin's Point Dam Area| 9 miles N of Crofton	https://lichenportal.org/portal/collections/individual/index.php?occid=1017943	STATE	100
WIS	1018111	WIS	Schroeder, Gary J	Nebraska	Knox	0.72	outside_boundary_exact	South Dakota, Yankton County	42.856671,-97.483201	WIS-L-0020775	in open picnic area, S of Lewis & Clark Lake of Missouri River, Gavin's Point Dam Area, 9 miles N of Crofton	https://lichenportal.org/portal/collections/individual/index.php?occid=1018111	STATE	100
WIS	1063156	WIS	F. Wiley	Nebraska	Lincoln	184.1	outside_boundary_exact	Nebraska, Cherry County	42.932775,-102.069875	WIS-L-0032461	Hog Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1063156	COUNTY	10
OMA	3796209	OMA	NA	Nebraska	Gage	181.97	outside_boundary_exact	Nebraska, Madison County	42.052306,-97.657389	19847	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=3796209	COUNTY	10
OMA	3796003	OMA	NA	Nebraska	Gage	181.96	outside_boundary_exact	Nebraska, Madison County	42.052222,-97.657389	19758	Flint Hills; Boyer Farm N of NE Hwy 8 and W of 162nd St.	https://lichenportal.org/portal/collections/individual/index.php?occid=3796003	COUNTY	10
OMA	3796004	OMA	NA	Nebraska	Gage	181.96	outside_boundary_exact	Nebraska, Madison County	42.052222,-97.657389	19739	Flint Hills; Boyer Farm, N of NE Hwy 8 and W of 162nd St.	https://lichenportal.org/portal/collections/individual/index.php?occid=3796004	COUNTY	10
ASU	97235	ASU	T.H. Nash III	Nebraska	Lincoln	177.07	outside_boundary_exact	Nebraska, Morrill County	41.883186,-103.306556	NA	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=97235	COUNTY	10
ASU	97239	ASU	T.H. Nash III	Nebraska	Lincoln	177.07	outside_boundary_exact	Nebraska, Morrill County	41.883186,-103.306556	NA	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=97239	COUNTY	10
WIS	1006615	WIS	T.H. Nash III	Nebraska	Lincoln	177.07	outside_boundary_exact	Nebraska, Morrill County	41.883186,-103.306556	WIS-L-0011313	Wildhorse Resevoir N. of Elko	https://lichenportal.org/portal/collections/individual/index.php?occid=1006615	COUNTY	10
WIS	1009257	WIS	T.H. Nash III	Nebraska	Lincoln	177.07	outside_boundary_exact	Nebraska, Morrill County	41.883186,-103.306556	WIS-L-0015609	Wildhorse Revoir	https://lichenportal.org/portal/collections/individual/index.php?occid=1009257	COUNTY	10
WIS	970121	WIS	T.H. Nash III	Nebraska	Lincoln	177.07	outside_boundary_exact	Nebraska, Morrill County	41.883186,-103.306556	WIS-L-0010793	Wildhorse Resevoir	https://lichenportal.org/portal/collections/individual/index.php?occid=970121	COUNTY	10
MIN	312068	MIN	Kiener, W.	Nebraska	Hayes	150.5	outside_boundary_exact	Nebraska, Kearney County	40.465392,-98.990906	652145	Camp Duke Alexis	https://lichenportal.org/portal/collections/individual/index.php?occid=312068	COUNTY	10
WIS	1385516	WIS	W. Kiener	Nebraska	Hayes	150.5	outside_boundary_exact	Nebraska, Kearney County	40.465392,-98.990906	WIS-L-0101635	Camp Duke Alexis	https://lichenportal.org/portal/collections/individual/index.php?occid=1385516	COUNTY	10
OMA	3796242	OMA	NA	Nebraska	Hooker	100.03	outside_boundary_exact	Nebraska, Lincoln County	40.847417,-101.040639	19820	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=3796242	COUNTY	10
MIN	312116	MIN	Kiener, Walter	Nebraska	Chase	84.63	outside_boundary_exact	Nebraska, Arthur County	41.45443,-101.963792	652194	Enders, Williams Ranch	https://lichenportal.org/portal/collections/individual/index.php?occid=312116	COUNTY	10
WIS	1324282	WIS	W. Kiener	Nebraska	Chase	84.63	outside_boundary_exact	Nebraska, Arthur County	41.45443,-101.963792	WIS-L-0077319	Williams Ranch, Englers	https://lichenportal.org/portal/collections/individual/index.php?occid=1324282	COUNTY	10
OMA	3795964	OMA	NA	Nebraska	Thurston	83.05	outside_boundary_exact	Nebraska, Saunders County	41.273889,-96.379722	19680	9 miles SE of Homer; Ashford Boy Scout Ranch	https://lichenportal.org/portal/collections/individual/index.php?occid=3795964	COUNTY	10
WIS	1206724	WIS	H.J. Webber	Nebraska	Sioux	76.92	outside_boundary_exact	Nebraska, Sheridan County	42.996652,-102.556551	WIS-L-0054612	Pine Ridge	https://lichenportal.org/portal/collections/individual/index.php?occid=1206724	COUNTY	10
WIS	1362978	WIS	H.J. Webber	Nebraska	Sioux	76.92	outside_boundary_exact	Nebraska, Sheridan County	42.996652,-102.556551	WIS-L-0092801	Pine Ridge	https://lichenportal.org/portal/collections/individual/index.php?occid=1362978	COUNTY	10
WIN	5000787	WIN	Sara Morgan; Robert Egan	Nebraska	Dawes	48.1	outside_boundary_exact	Nebraska, Sheridan County	42.61666667,-102.1833333	L_002840	Nebraska National Forest; 18 mi SW of Chadron along East Ash Rd.(Forest Service Rd 706); 1.8 mi N of junction with Table Rd (Forest Service Rd 705).	https://lichenportal.org/portal/collections/individual/index.php?occid=5000787	COUNTY	10
ASU	80582	ASU	S. Morgan	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.1880556	NA	Nebraska National Forest, 30 km SW of Chadron along East Ash Road (Forest Service Road 706), 3.0 road km N of junction with Table Road (Forest Service Road 705)	https://lichenportal.org/portal/collections/individual/index.php?occid=80582	COUNTY	10
ASU	80663	ASU	S. Morgan	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.1880556	ASUL008007	Nebraska National Forest, 30 km SW of Chadron along East Ash Road (Forest Service Road 706), 3.0 road km N of junction with Table Road (Forest Service Road 705)	https://lichenportal.org/portal/collections/individual/index.php?occid=80663	COUNTY	10
ASU	80959	ASU	S. Morgan	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.1880556	NA	Nebraska National Forest, 30 km SW of Chadron along East Ash Road (Forest Service Road 706), 3.0 road km N of junction with Table Road (Forest Service Road 705)	https://lichenportal.org/portal/collections/individual/index.php?occid=80959	COUNTY	10
ASU	81079	ASU	S. Morgan	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.1880556	NA	Nebraska National Forest, 30 km SW of Chadron along East Ash Road (Forest Service Road 706), 3.0 road km N of junction with Table Road (Forest Service Road 705)	https://lichenportal.org/portal/collections/individual/index.php?occid=81079	COUNTY	10
ASU	84161	ASU	S. Morgan	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.1880556	ASUL008017	Nebraska National Forest, 30 km SW of Chadron along East Ash Road (Forest Service Road 706), 3.0 road km N of junction with Table Road (Forest Service Road 705)	https://lichenportal.org/portal/collections/individual/index.php?occid=84161	COUNTY	10
MIN	416118	MIN	Eagan, R.	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.1880556	881242	18Mi Sw of Chadron E Ash Rd; Nebraska National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=416118	COUNTY	10
OMA	799241	OMA	NA	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.188056	11157	Nebraska National Forest; 30 km SW of Chadron on East Ash Road	https://lichenportal.org/portal/collections/individual/index.php?occid=799241	COUNTY	10
OMA	799244	OMA	NA	Nebraska	Dawes	47.71	outside_boundary_exact	Nebraska, Sheridan County	42.6275,-102.188056	11350	Nebraska National Forest; 30 km SW of Chadron on East Ash Road	https://lichenportal.org/portal/collections/individual/index.php?occid=799244	COUNTY	10
