error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	ASU	100819	ASU	E. Lehto	Arizona	Maricopa	0.01	outside_boundary_exact	Arizona, Yavapai County	33.917925,-112.416624	NA	SW of Lake Pleasant Regional Park, Morgan City wash	https://lichenportal.org/portal/collections/individual/index.php?occid=100819
COUNTY	10	ASU	102637	ASU	T.H. Nash III	Arizona	Coconino	114.75	outside_boundary_exact	Arizona, Apache County	33.902859,-109.577579	NA	Mount Baldy Wilderness along the west fork of the Litlle Colorado River and the trail to Mt. Baldy from Sheep's Crossing.	https://lichenportal.org/portal/collections/individual/index.php?occid=102637
COUNTY	10	ASU	102991	ASU	T.H. Nash III	Arizona	Yuma	63.96	outside_boundary_exact	Arizona, La Paz County	33.95,-113.55	NA	Harcuvar Mountains, 16 km N of Wenden	https://lichenportal.org/portal/collections/individual/index.php?occid=102991
COUNTY	10	ASU	103023	ASU	B. Kantrud	Arizona	Maricopa	15.22	outside_boundary_exact	Arizona, La Paz County	33.5,-113.5	NA	Tonto National Forest; 4.8 km W of Canyon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=103023
COUNTY	10	ASU	103337	ASU	L. Schwarz	Arizona	Maricopa	7.22	outside_boundary_exact	Arizona, Gila County	33.75,-111.2666667	ASUL033211	Maricopa/Gila Co. boundary, NE slope of Four Peaks, trail to spring 2 km below parking lot	https://lichenportal.org/portal/collections/individual/index.php?occid=103337
COUNTY	10	ASU	103405	ASU	R. Gebauer	Arizona	Pima	2.97	outside_boundary_exact	Arizona, Santa Cruz County	31.7,-110.8666667	NA	Madera Canyon, Santa Rita Mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=103405
COUNTY	10	ASU	103607	ASU	R. Schramm	Arizona	Gila	4.04	outside_boundary_exact	Arizona, Navajo County	34.333333,-110.75	ASUL002062	off Hwy 260, 90 m [100 yards] down the unimproved road to Young	https://lichenportal.org/portal/collections/individual/index.php?occid=103607
COUNTY	10	ASU	103768	ASU	E. Lehto	Arizona	Maricopa	0.66	outside_boundary_exact	Arizona, Maricopa County	33.9166667,-112.25	NA	Lake Pleasant Regional Park, E of lake, across from (S) Jct. of Humbug Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=103768
COUNTY	10	ASU	103820	ASU	Elinor Lehto	Arizona	Maricopa	0.66	outside_boundary_exact	Arizona, Maricopa County	33.9166667,-112.25	ASUL002231	Lake Pleasant Regional Park, east of lake, across from (S) Jct. of Humbug Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=103820
COUNTY	10	ASU	103827	ASU	S. Bond	Arizona	Pinal	5.67	outside_boundary_exact	Arizona, Maricopa County	33.5166667,-111.45	ASUL002223	Hwy 88, 9.7 km NE of Apache Junction City Limits, near Canyon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=103827
