error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	117135	ASU	T.H. Nash III	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.3666667,-111.3666667	NA	along I-8, Southwest intersection with Freeman Rd	https://lichenportal.org/portal/collections/individual/index.php?occid=117135
COUNTRY	1000	ASU	117575	ASU	T.H. Nash III	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.3666667,-111.3666667	NA	hillside south of Peña Blanca Lake along Ruby - Nogales Road	https://lichenportal.org/portal/collections/individual/index.php?occid=117575
COUNTRY	1000	ASU	117607	ASU	T.H. Nash III	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.3666667,-111.3666667	NA	hillside south of Peña Blanca Lake along Ruby - Nogales Road	https://lichenportal.org/portal/collections/individual/index.php?occid=117607
COUNTRY	1000	ASU	117856	ASU	T.H. Nash III	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.3666667,-111.3666667	ASUL034763	hillside south of Peña Blanca Lake along Ruby - Nogales Road	https://lichenportal.org/portal/collections/individual/index.php?occid=117856
COUNTRY	1000	ASU	2687587	ASU	T.H. Nash III	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.3666667,-111.3666667	NA	hillside south of Peña Blanca Lake along Ruby - Nogales Road	https://lichenportal.org/portal/collections/individual/index.php?occid=2687587
COUNTRY	1000	ASU	4810751	ASU	Ethan R. Wright	Arizona	Arizona	NA	county_not_matched_no_match	county_not_matched	34.557,-112.5386	ASUL032792	Prescott National Forest, Little Italy Trail	https://lichenportal.org/portal/collections/individual/index.php?occid=4810751
COUNTRY	1000	ASU	4810754	ASU	Ethan R. Wright	Arizona	Arizona	NA	county_not_matched_no_match	county_not_matched	34.557,-112.5386	ASUL032796	Prescott National Forest, Little Italy Trail	https://lichenportal.org/portal/collections/individual/index.php?occid=4810754
COUNTRY	1000	ASU	4810760	ASU	Ethan R. Wright	Arizona	Arizona	NA	county_not_matched_no_match	county_not_matched	34.557,-112.5386	ASUL032791	Prescott National Forest, Little Italy Trail	https://lichenportal.org/portal/collections/individual/index.php?occid=4810760
COUNTRY	1000	ASU	5429143	ASU	Sharon Edwards	Arizona	Yavipai	NA	county_not_matched_no_match	county_not_matched	34.8508333,-111.80055556	ASUL016327	Between Ridge and Bandit Trail, Red Rock Ranger District, Coconino National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=5429143
COUNTRY	1000	BRY	1077326	BRY	Kim T. Anderson	Arizona	Cohise	NA	county_not_matched_no_match	county_not_matched	31.993933,-109.30885	BRY-L-0001821	Chiricahua National Monument, Hunt Canyon	https://lichenportal.org/portal/collections/individual/index.php?occid=1077326
COUNTRY	1000	BRY	1216499	BRY	Bruce Douglas Ryan	Arizona	Apache	8073.45	outside_boundary_exact	not_found_in_US	9.554167,-33.925	BRY-L-0008018	Apache-Sitgreaves National Forest: Mount Baldy Wilderness Area, trail along West Fork of the Little Colorado River	https://lichenportal.org/portal/collections/individual/index.php?occid=1216499
COUNTRY	1000	BRY	1216776	BRY	Bruce Douglas Ryan	Arizona	Apache	8076.75	outside_boundary_exact	not_found_in_US	9.516667,-33.916667	BRY-L-0008278	Apache-Sitgreaves National Forest: Mount Baldy Wilderness Area, from the west Fork of the Little Colorado River up the trail to Phelp's Cabin	https://lichenportal.org/portal/collections/individual/index.php?occid=1216776
COUNTRY	1000	BRY	1216873	BRY	Bruce Douglas Ryan	Arizona	Apache	8076.75	outside_boundary_exact	not_found_in_US	9.516667,-33.916667	BRY-L-0008772	Apache-Sitgreaves National Forest: Mount Baldy Wilderness Area, from the west Fork of the Little Colorado River up the trail to Phelp's Cabin.	https://lichenportal.org/portal/collections/individual/index.php?occid=1216873
COUNTRY	1000	BRY	1217406	BRY	Bruce Douglas Ryan	Arizona	Apache	8076.43	outside_boundary_exact	not_found_in_US	9.5,-33.933333	BRY-L-0008898	Apache-Sitgreaves National Forest: Mount Baldy Wilderness Area, from the west Fork of the Little Colorado River up the trail to Phelp's Cabin	https://lichenportal.org/portal/collections/individual/index.php?occid=1217406
COUNTRY	1000	BRY	1219692	BRY	Bruce Douglas Ryan	Arizona	Apache	8076.02	outside_boundary_exact	not_found_in_US	9.516667,-33.925	BRY-L-0011149	Apache-Sitgreaves National Forest: Mount Baldy Wilderness Area, trail along East Fork of the Little Colorado River from Phelp's Cabin	https://lichenportal.org/portal/collections/individual/index.php?occid=1219692
COUNTRY	1000	BRY	1373851	BRY	Sam Shushan	Arizona	Coconino	8444.75	outside_boundary_exact	not_found_in_US	35.15,-11.733333	BRY-L-0019500	Coconino National Forest vicinity: 4 miles west of Flagstaff	https://lichenportal.org/portal/collections/individual/index.php?occid=1373851
COUNTRY	1000	BRY	1423068	BRY	Bruce Douglas Ryan	Arizona	Apache	8076.43	outside_boundary_exact	not_found_in_US	9.5,-33.933333	BRY-L-0016506	Apache-Sitgreaves National Forest: Mount Baldy Wilderness Area, from the west Fork of the Little Colorado River up the trail to Phelp's Cabin	https://lichenportal.org/portal/collections/individual/index.php?occid=1423068
COUNTRY	1000	BRY	1423278	BRY	Thomas H. Nash	Arizona	Yavapai	8021.82	outside_boundary_exact	not_found_in_US	13.183333,-34.533333	BRY-L-0016022	State Road 96: 3.6 miles west of junction with State Road 97	https://lichenportal.org/portal/collections/individual/index.php?occid=1423278
COUNTRY	1000	BRY	1423408	BRY	Sam Shushan	Arizona	Coconino	3301.12	outside_boundary_exact	not_found_in_US	3.15,-111.733333	BRY-L-0017840	Flagstaff vicinity: 4 miles W of Flagstaff, Pinus ponderosa woodland	https://lichenportal.org/portal/collections/individual/index.php?occid=1423408
COUNTRY	1000	BRY	1423539	BRY	Sam Shushan	Arizona	Coconino	8444.75	outside_boundary_exact	not_found_in_US	35.15,-11.733333	BRY-L-0017947	Coconino National Forest vicinity: 4 miles west of Flagstaff	https://lichenportal.org/portal/collections/individual/index.php?occid=1423539
COUNTRY	1000	BRY	2012999	BRY	Larry L. St. Clair	Arizona	Pineal	NA	county_not_matched_no_match	county_not_matched	33.392958,-111.351791	BRY-L-0033930	Tonto National Forest: Superstition Wilderness Area, Peralta Canyon. GPS reading is from internet map and points to location near Peralta Spring.	https://lichenportal.org/portal/collections/individual/index.php?occid=2012999
COUNTRY	1000	BRY	2013000	BRY	Larry L. St. Clair	Arizona	Pineal	NA	county_not_matched_no_match	county_not_matched	33.392958,-111.351791	BRY-L-0033931	Tonto National Forest: Superstition Wilderness Area, Peralta Canyon. GPS reading is from internet map and points to location near Peralta Spring.	https://lichenportal.org/portal/collections/individual/index.php?occid=2013000
COUNTRY	1000	BRY	2013001	BRY	Larry L. St. Clair	Arizona	Pineal	NA	county_not_matched_no_match	county_not_matched	33.392958,-111.351791	BRY-L-0033932	Tonto National Forest: Superstition Wilderness Area, Peralta Canyon. GPS reading is from internet map and points to location near Peralta Spring.	https://lichenportal.org/portal/collections/individual/index.php?occid=2013001
COUNTRY	1000	BRY	2013002	BRY	Larry L. St. Clair	Arizona	Pineal	NA	county_not_matched_no_match	county_not_matched	33.392958,-111.351791	BRY-L-0033933	Tonto National Forest: Superstition Wilderness Area, Peralta Canyon. GPS reading is from internet map and points to location near Peralta Spring.	https://lichenportal.org/portal/collections/individual/index.php?occid=2013002
COUNTRY	1000	BRY	2013003	BRY	Larry L. St. Clair	Arizona	Pineal	NA	county_not_matched_no_match	county_not_matched	33.392958,-111.351791	BRY-L-0033934	Tonto National Forest: Superstition Wilderness Area, Peralta Canyon. GPS reading is from internet map and points to location near Peralta Spring.	https://lichenportal.org/portal/collections/individual/index.php?occid=2013003
COUNTRY	1000	BRY	2013004	BRY	Larry L. St. Clair	Arizona	Pineal	NA	county_not_matched_no_match	county_not_matched	33.392958,-111.351791	BRY-L-0033935	Tonto National Forest: Superstition Wilderness Area, Peralta Canyon. GPS reading is from internet map and points to location near Peralta Spring.	https://lichenportal.org/portal/collections/individual/index.php?occid=2013004
COUNTRY	1000	BRY	2013005	BRY	Larry L. St. Clair	Arizona	Pineal	NA	county_not_matched_no_match	county_not_matched	33.392958,-111.351791	BRY-L-0033936	Tonto National Forest: Superstition Wilderness Area, Peralta Canyon. GPS reading is from internet map and points to location near Peralta Spring.	https://lichenportal.org/portal/collections/individual/index.php?occid=2013005
COUNTRY	1000	COLO	1691696	COLO	Thomas H. Nash III	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.3666667,-111.3666667	COLO-L-0032201	hillside south of Peña Blanca Lake along Ruby - Nogales Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1691696
COUNTRY	1000	FLAS	2218050	FLAS	Doyle E. Anderegg	Arizona	[n/a]	NA	county_not_matched_multi_county_insufficient	county_not_matched	11.666667,-35.3	FLAS L11560	in the San Francisco Mountains on the AIBS Lichenological Foray	https://lichenportal.org/portal/collections/individual/index.php?occid=2218050
COUNTRY	1000	MIN	382137	MIN	Ryan, B.; Nash	Arizona	Apache	8076.75	outside_boundary_exact	not_found_in_US	9.516667,-33.916667	810928	Mt. Baldy; Apache National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=382137
COUNTRY	1000	MIN	407256	MIN	Nash, T.	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.36666667,-111.3666667	869169	Pena Blanca Lake, S of	https://lichenportal.org/portal/collections/individual/index.php?occid=407256
COUNTRY	1000	OMA	797970	OMA	NA	Arizona	Mohave	8527.49	outside_boundary_exact	not_found_in_US	36.227778,-11.638889	16385	Grand Canyon Parashant National Monument; 5 km E of BLM road 103, S of Gardner Canyon	https://lichenportal.org/portal/collections/individual/index.php?occid=797970
COUNTRY	1000	OMA	799409	OMA	NA	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.366667,-111.366667	16529	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=799409
COUNTRY	1000	OSC	2224177	OSC	T. Nash III	Arizona	Gila	8616.68	outside_boundary_exact	not_found_in_US	34.44055556,-11.39972222	138283	Gila National Forest, Baker Lake, South of AZ route #87, ca. 1.6 km S of Baker Lake, upper East rim of Pine canyon	https://lichenportal.org/portal/collections/individual/index.php?occid=2224177
COUNTRY	1000	OSC	2224184	OSC	James Lendemer	Arizona	Gila	8616.68	outside_boundary_exact	not_found_in_US	34.44055556,-11.39972222	138267	Gila National Forest, Baker Lake, South of AZ route #87, ca. 1.6 km S of Baker Lake, upper East rim of Pine canyon	https://lichenportal.org/portal/collections/individual/index.php?occid=2224184
COUNTRY	1000	OSC	2224188	OSC	T. Nash III	Arizona	Gila	8616.68	outside_boundary_exact	not_found_in_US	34.44055556,-11.39972222	138264	Gila National Forest, Baker Lake, South of AZ route #87, ca. 1.6 km S of Baker Lake, upper East rim of Pine canyon. Along Coconino county border.	https://lichenportal.org/portal/collections/individual/index.php?occid=2224188
COUNTRY	1000	OSC	4421720	OSC	Roger Rosentreter	Arizona	Pima	2981.32	outside_boundary_exact	not_found_in_US	3.180273,-110.739904	124339	North of Tucson, Arizona. Santa Catalina Mountains, Mount Lemon, General Hitchcock Picnic Area.	https://lichenportal.org/portal/collections/individual/index.php?occid=4421720
COUNTRY	1000	OSC	4423572	OSC	Roger Rosentreter	Arizona	Cococino	NA	county_not_matched_no_match	county_not_matched	35.032361,-111.739333	172549	Coconino National Forest. N. or Oak Creek Canyon, W. of scenic overlook on Rt. 89.	https://lichenportal.org/portal/collections/individual/index.php?occid=4423572
COUNTRY	1000	PH	1778027	PH	Thomas H. Nash III	Arizona	Santa Cruz	6.2	outside_boundary_exact	not_found_in_US	31.36667,-111.36667	PH00107580	hillside south of Pena Blanca Lake along Ruby - Nogales Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1778027
COUNTRY	1000	SFSU	2682117	SFSU	T. H. Nash	Arizona	Washington	NA	county_not_matched_no_match	county_not_matched	37.26667,-112.95	SFSU-L-001520	Zion National Park, Abies area- Refrigerator Canyon	https://lichenportal.org/portal/collections/individual/index.php?occid=2682117
COUNTRY	1000	SFSU	2682179	SFSU	T. H. Nash	Arizona	North Slope Borough	NA	county_not_matched_no_match	county_not_matched	68.1333333,-151.75	SFSU-L-001549	Anaktuvuk Pass in the Endicott Mountains of the Brooks Range	https://lichenportal.org/portal/collections/individual/index.php?occid=2682179
