error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	ASU	86541	ASU	R. Rosentreter	Oregon	Wallowa	29.83	outside_boundary_exact	Idaho, Idaho County	45.966667,-116.316667	NA	Doug Bar on the Snake River, in Hell's Canyon	https://lichenportal.org/portal/collections/individual/index.php?occid=86541
STATE	100	CAS	2642559	CAS	Wagner, D. H.	Oregon	Lincoln County	422.22	outside_boundary_exact	California, Humboldt County	40.4980555556,-124.0844444444	449680	Seal Rocks	https://lichenportal.org/portal/collections/individual/index.php?occid=2642559
STATE	100	CMN	3318339	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Wasco Co.	0.46	outside_boundary_exact	Washington, Klickitat County	45.7,-121.433	CANL 116862	Memaloose State Park, West of The Dalles, Interstate 84, rocks near campground	https://lichenportal.org/portal/collections/individual/index.php?occid=3318339
STATE	100	CMN	3322487	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Wasco Co.	0.46	outside_boundary_exact	Washington, Klickitat County	45.7,-121.433	CANL 116860	Memaloose State Park, West of The Dalles, Interstate 84, rocks near campground	https://lichenportal.org/portal/collections/individual/index.php?occid=3322487
STATE	100	CMN	3322988	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Wasco Co.	0.46	outside_boundary_exact	Washington, Klickitat County	45.7,-121.433	CANL 116861	Memaloose State Park, West of The Dalles, Interstate 84, rocks near campground	https://lichenportal.org/portal/collections/individual/index.php?occid=3322988
STATE	100	CMN	3329631	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Wasco Co.	0.46	outside_boundary_exact	Washington, Klickitat County	45.7,-121.433	CANL 116863	Memaloose State Park, West of The Dalles, Interstate 84, in campground	https://lichenportal.org/portal/collections/individual/index.php?occid=3329631
STATE	100	CMN	452551	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Hood River Co.	0.34	outside_boundary_exact	Washington, Skamania County	45.7,-121.7	CANL 116532	Starvation Falls Rest Area, S side, Columbia River, Interstate 84, West of Hood River	https://lichenportal.org/portal/collections/individual/index.php?occid=452551
STATE	100	CMN	452666	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Wasco Co.	0.46	outside_boundary_exact	Washington, Klickitat County	45.7,-121.433	CANL 116659	Memaloose State Park, West of The Dalles, Interstate 84, rocks near campground	https://lichenportal.org/portal/collections/individual/index.php?occid=452666
STATE	100	CMN	452676	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Wasco Co.	0.46	outside_boundary_exact	Washington, Klickitat County	45.7,-121.433	CANL 116669	Memaloose State Park, West of The Dalles, Interstate 84, rocks near campground	https://lichenportal.org/portal/collections/individual/index.php?occid=452676
STATE	100	CMN	452893	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Oregon	Wasco Co.	0.46	outside_boundary_exact	Washington, Klickitat County	45.7,-121.433	CANL 10019486	Memaloose State Park, West of The Dalles, Interstate 84, rocks near campground	https://lichenportal.org/portal/collections/individual/index.php?occid=452893
