error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	COLO	1716694	L.H. Pike	Oregon	Hood River	326.29	outside_boundary_exact	Oregon, Klamath County	42.333333,-121.783333	COLO-L-0040091	near Timberline Lodge on Mt. Hood	https://lichenportal.org/portal/collections/individual/index.php?occid=1716694
COUNTY	10	LSU	1526199	L. Geiser	Oregon	Tillamook	312.9	outside_boundary_exact	Oregon, Curry County	42.248476,-124.404698	LSU00128389	Oregon Island National Wildlife Refuge, promonitory jutting westward into Pacific Ocean. Oregon Islands National Wildlife Refuge	https://lichenportal.org/portal/collections/individual/index.php?occid=1526199
COUNTY	10	OSC	5772806	L. H. Pike	Oregon	Tillamook	304.38	outside_boundary_exact	Oregon, Curry County	42.316667,-123.941667	100976	Near Camp Meriwether, 12 mi SW of Tillamook.	https://lichenportal.org/portal/collections/individual/index.php?occid=5772806
COUNTY	10	SRP	1128896	Roger Rosentreter	Oregon	Curry	301.02	outside_boundary_exact	Oregon, Clackamas County	45.377998,-122.591003	SRP-L-0004733	Along the Rogue River above Agnes, Oregon.	https://lichenportal.org/portal/collections/individual/index.php?occid=1128896
COUNTY	10	OSC	2219003	Bruce McCune	Oregon	Jackson	286.85	outside_boundary_exact	Oregon, Washington County	45.524,-123.083	135307	Evans Creek area, Siskiyou Mountains, north of town of Rogue River.	https://lichenportal.org/portal/collections/individual/index.php?occid=2219003
COUNTY	10	OSC	4621026	Bruce McCune	Oregon	Jackson	286.77	outside_boundary_exact	Oregon, Washington County	45.523,-123.085	173423	Near ridgetop in Evans Creek area, Siskiyou Mountains, N of town of Rogue River	https://lichenportal.org/portal/collections/individual/index.php?occid=4621026
COUNTY	10	OSC	5070778	Bruce McCune	Oregon	Jackson	286.77	outside_boundary_exact	Oregon, Washington County	45.523,-123.085	OSC-M-051699	Near ridgetop in Evans Creek area, Siskiyou Mountains, N of town of Rogue River	https://lichenportal.org/portal/collections/individual/index.php?occid=5070778
COUNTY	10	OSC	4414187	Bruce McCune	Oregon	Tillamook	286.46	outside_boundary_exact	Oregon, Josephine County	42.47741667,-123.8813333	107460	Near mouth of Wilson River on Tillamook Bay	https://lichenportal.org/portal/collections/individual/index.php?occid=4414187
COUNTY	10	OSC	2218898	B. Ryan	Oregon	Jackson	270.28	outside_boundary_exact	Oregon, Clackamas County	45.41666667,-122.6166667	135140	E side of Gardner Road, 1 mi S of Hwy 140, 22 mi E of Medford.	https://lichenportal.org/portal/collections/individual/index.php?occid=2218898
COUNTY	10	MICH	1400400	S. E. Carpenter	Oregon	Tillamook	266.91	outside_boundary_exact	Oregon, Wheeler County	45,-120	121742	Camp Meriwether Boy Scout Camp	https://lichenportal.org/portal/collections/individual/index.php?occid=1400400
COUNTY	10	OSC	4488129	Peter R. Nelson, Larissa Lasselle?	Oregon	Union	257.65	outside_boundary_exact	Oregon, Marion County	44.863296,-121.924249	OSC-M-283717	Wallowa-Whitman National Forest: Eagle Cap Ranger District: Eagle Cap Wilderness.	https://lichenportal.org/portal/collections/individual/index.php?occid=4488129
